cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
CB0854,4,,4,GNG461,cb_intrinsic
CB0950,2,,6,SMP132,cb_intrinsic
CB0983,4,,4,PS351,cb_intrinsic
CB0987,4,,4,PS326,cb_intrinsic
CB0991,4,glia,4,PRW075,cb_intrinsic
CB1017,4,,4,CB1017,cb_intrinsic
CB1090,3,,5,aSP10A_b,cb_intrinsic
CB1095,3,,5,PRW043,cb_intrinsic
CB1140,5,,3,CB1140,cb_intrinsic
CB1171,1,,7,CB1171,cb_intrinsic
CB1193,5,,3,AVLP415,cb_intrinsic
CB1206,2,,6,CB1206,cb_intrinsic
CB1212,1,,7,CB1212,cb_intrinsic
CB1214,4,,4,SMP267,cb_intrinsic
CB1238,4,,4,CB1238,cb_intrinsic
CB1252,3,,5,CB1252,cb_intrinsic
CB1350,4,,4,AMMC014,cb_intrinsic
CB1406,2,,6,CB1406,cb_intrinsic
CB1412,4,,4,CB1412,cb_intrinsic
CB1431,4,,4,GNG434,cb_intrinsic
CB1444,4,,4,CL365,cb_intrinsic
CB1447,2,,6,CB1447,cb_intrinsic
CB1476,2,,6,AVLP611,cb_intrinsic
CB1516,5,,3,CL351,cb_intrinsic
CB1553,6,,2,CRE003_b,cb_intrinsic
CB1582,4,,4,GNG423,cb_intrinsic
CB1610,2,,6,CB1610,cb_intrinsic
CB1641,3,,5,CB1641,cb_intrinsic
CB1737,1,,7,LHPV6a9_b,cb_intrinsic
CB1739,4,,4,LHAV5a9_a,cb_intrinsic
CB1753,4,,4,LHAV1f1,cb_intrinsic
CB1770,4,,4,SMP216,cb_intrinsic
CB1775,3,,5,SMP590_b,cb_intrinsic
CB1780,4,,4,AVLP124,cb_intrinsic
CB1823,3,,5,CB1823,cb_intrinsic
CB1834,4,,4,CB1834,cb_intrinsic
CB1844,2,,6,CB1844,cb_intrinsic
CB1845,3,,5,GNG411,cb_intrinsic
CB1846,2,,6,CB1846,cb_intrinsic
CB1858,2,,6,SMP299,cb_intrinsic
CB1884,1,,7,CB1884,cb_intrinsic
CB1889,4,,4,AVLP137,cb_intrinsic
CB1890,2,,6,PS270,cb_intrinsic
CB1908,2,,6,CB1908,cb_intrinsic
CB1956,2,,6,CB1956,cb_intrinsic
CB1958,4,,4,CB1958,cb_intrinsic
CB2022,4,,4,LHPV4c1_c,cb_intrinsic
CB2025,4,,4,CRE092,cb_intrinsic
CB2035,2,,6,CB2035,cb_intrinsic
CB2045,4,,4,CB2045,cb_intrinsic
CB2053,5,,3,CB2053,cb_intrinsic
CB2067,3,,5,AMMC022,cb_intrinsic
CB2075,1,,7,SMP380,cb_intrinsic
CB2084,4,,4,CB2084,cb_intrinsic
CB2087,4,,4,CB2087,cb_intrinsic
CB2106,1,,7,SLP082,cb_intrinsic
CB2116,1,,7,CB2116,cb_intrinsic
CB2122,4,,4,SLP461,cb_intrinsic
CB2133,2,,6,CB2133,cb_intrinsic
CB2152,4,,4,CB2152,cb_intrinsic
CB2180,3,,5,LHAV2c1,cb_intrinsic
CB2194,5,,3,CB2194,cb_intrinsic
CB2196,2,,6,CB2196,cb_intrinsic
CB2228,3,,5,CB2228,cb_intrinsic
CB2232,6,,2,CB2232,cb_intrinsic
CB2278,2,,6,PVLP034,cb_intrinsic
CB2294,4,,4,CB2294,cb_intrinsic
CB2298,3,,5,CB2298,cb_intrinsic
CB2396,3,,5,CB2396,cb_intrinsic
CB2398,1,,7,CB2398,cb_intrinsic
CB2419,3,,5,LHAV3e5,cb_intrinsic
CB2443,2,,6,SLP316,cb_intrinsic
CB2458,5,,3,CB2458,cb_intrinsic
CB2467,1,,7,CB2467,cb_intrinsic
CB2522,3,,5,CB2522,cb_intrinsic
CB2541,2,,6,SLP176,cb_intrinsic
CB2588,2,,6,PRW025,cb_intrinsic
CB2643,1,,7,SMP734,cb_intrinsic
CB2666,2,,6,PS285,cb_intrinsic
CB2671,4,,4,CB2671,cb_intrinsic
CB2679,3,,5,CB2679,cb_intrinsic
CB2693,1,,7,CB2693,cb_intrinsic
CB2694,2,,6,CB2694,cb_intrinsic
CB2700,4,,4,GNG385,cb_intrinsic
CB2739,4,,4,LHPD3a2_b,cb_intrinsic
CB2828,4,,4,LHPV2c1_a,cb_intrinsic
CB2840,4,,4,AVLP036,cb_intrinsic
CB2873,2,,6,CB2873,cb_intrinsic
CB2906,4,,4,CB2906,cb_intrinsic
CB2910,2,,6,CB2910,cb_intrinsic
CB2912,3,,5,CB2912,cb_intrinsic
CB2923,2,,6,LHPV4b2,cb_intrinsic
CB3015,5,,3,CB3015,cb_intrinsic
CB3019,3,,5,CB3019,cb_intrinsic
CB3044,4,,4,CB3044,cb_intrinsic
CB3072,3,,5,SMP382,cb_intrinsic
CB3110,1,,7,LHPD2a2,cb_intrinsic
CB3184,4,,4,CB3184,cb_intrinsic
CB3194,4,,4,LHPD2c2,cb_intrinsic
CB3207,2,,6,CB3207,cb_intrinsic
CB3329,1,,7,CB3329,cb_intrinsic
CB3371,3,,5,AMMC021,cb_intrinsic
CB3476,3,,5,CB3476,cb_intrinsic
CB3500,4,,4,PRW017,cb_intrinsic
CB3505,3,,5,SMP302,cb_intrinsic
CB3565,7,sensory neuron,1,PRW015,cb_intrinsic
CB3567,4,,4,AVLP405,cb_intrinsic
CB3660,3,,5,CB3660,cb_intrinsic
CB3697,4,,4,CB3697,cb_intrinsic
CB3714,4,,4,GNG163,cb_intrinsic
CB3734,5,,3,CB3734,cb_intrinsic
CB3735,3,,5,LHPV6f5,cb_intrinsic
CB3759,1,,7,CB3759,cb_intrinsic
CB3870,4,,4,CB3870,cb_intrinsic
CL004,4,,4,CL004,cb_intrinsic
CL018b,4,,4,CL018,cb_intrinsic
CL062_a,4,,4,CL062_a1,cb_intrinsic
CL062_b,2,,6,CL062_b1,cb_intrinsic
CL071b,2,,6,CL071_b,cb_intrinsic
CL086_e,1,,7,CL086_e,cb_intrinsic
CL101,4,,4,CL101,cb_intrinsic
CL128a,3,,5,CL128a,cb_intrinsic
CL131,4,,4,CL131,cb_intrinsic
CL132,4,,4,CL132,cb_intrinsic
CL267,4,,4,CL267,cb_intrinsic
CL270b,4,,4,AVLP521,cb_intrinsic
CL272_a,2,,6,CL272_a1,cb_intrinsic
CL290,5,,3,CL290,cb_intrinsic
CL359,4,,4,CL359,cb_intrinsic
CRE005,4,,4,CRE005,cb_intrinsic
CRE080c,4,,4,CRE080_c,cb_intrinsic
CRE106,4,,4,CRE106,cb_intrinsic
CREa1A_T01,4,,4,ATL005,cb_intrinsic
DC3_adPN,2,,6,DC3_adPN,cb_intrinsic
DM5_lPN,1,,7,DM5_lPN,cb_intrinsic
DM6_adPN,1,,7,DM6_adPN,cb_intrinsic
DNb03,4,CNS neuron,4,DNb03,descending_neuron
DNg11,2,CNS neuron,6,DNg11,descending_neuron
DNg18_b,2,CNS neuron,6,DNg18_b,descending_neuron
DNg26,4,CNS neuron,4,DNg26,descending_neuron
DNg36_b,3,CNS neuron,5,DNg36_b,descending_neuron
DNg79,4,CNS neuron,4,DNg79,descending_neuron
DNge111,2,CNS neuron,6,DNge111,descending_neuron
DNp41,4,CNS neuron,4,DNp41,descending_neuron
DNpe014,4,CNS neuron,4,DNpe014,descending_neuron
DNx02,4,sensory neuron,4,DNx02,sensory_descending
DSKMP3,4,,4,DSKMP3,cb_intrinsic
FB1A,4,,4,FB1A,cb_intrinsic
FB4K,4,,4,FB4K,cb_intrinsic
FB5B,2,,6,FB5B,cb_intrinsic
FB7H,6,,2,FB7H,cb_intrinsic
FB7L,2,,6,FB7L,cb_intrinsic
FB9A,2,,6,FB9A,cb_intrinsic
HBeyelet,1,,7,HBeyelet,ol_sensory
IB066,4,,4,IB066,cb_intrinsic
KCa'b'-ap1,6,CNS neuron,2,KCa'b'-ap1,cb_intrinsic
LAL085,4,,4,LAL085,cb_intrinsic
LAL133a,2,,6,LAL133_a,cb_intrinsic
LAL155,4,,4,LAL155,cb_intrinsic
LHAD1b4,3,,5,LHAD1b4,cb_intrinsic
LHAV2b7_b,4,,4,LHAV2b7_b,cb_intrinsic
LHAV4g1c,4,,4,LHAV4g1,cb_intrinsic
LHAV9a1_c,2,,6,LHAV9a1_c,cb_intrinsic
LHCENT10,4,,4,LHCENT10,cb_intrinsic
LHPD5d1,4,,4,LHPD5d1,cb_intrinsic
LHPV2a1_a,2,,6,LHPV2a1_a,cb_intrinsic
LHPV2i2a,6,,2,LHPV2i2_a,cb_intrinsic
LHPV5g2,2,,6,LHPV5g2,cb_intrinsic
LHPV6h1,1,,7,LHPV6h1,cb_intrinsic
LHPV6h2,1,,7,LHPV6h2,cb_intrinsic
LLPC4,2,,6,LLPC4,visual_projection
LTe37,4,,4,LoVP74,visual_projection
LTe54,4,,4,LoVP39,visual_projection
MBON18,6,CNS neuron,2,MBON18,cb_intrinsic
MTe16,4,,4,MeVP46,visual_projection
MTe17,4,,4,MeVP40,visual_projection
MTe47,4,,4,MeVPLo1,visual_projection
M_lv2PN9t49,4,,4,M_lv2PN9t49_a,cb_intrinsic
M_lvPNm41,3,glia,5,M_lvPNm41,cb_intrinsic
M_vPNml63,1,,7,M_vPNml63,cb_intrinsic
MeMe_e04,4,,4,MeVPMe8,visual_projection
OA-AL2b2,4,,4,MeVCMe1,visual_centrifugal
OA-AL2i2,4,,4,OA-AL2i2,visual_centrifugal
OA-AL2i3,4,CNS neuron,4,OA-AL2i3,visual_centrifugal
OA-ASM1,4,,4,OA-ASM1,visual_centrifugal
PLP009,2,,6,PLP009,cb_intrinsic
PLP039,2,,6,PLP039,cb_intrinsic
PLP044,2,,6,PLP044,cb_intrinsic
PLP095,4,,4,PLP095,cb_intrinsic
PLP100,5,,3,PLP100,cb_intrinsic
PLP162,4,sensory neuron,4,PLP162,cb_intrinsic
PLP164,2,,6,PLP164,cb_intrinsic
PLP174,3,,5,PLP174,cb_intrinsic
PLP187,2,,6,PLP187,cb_intrinsic
PLP199,4,,4,PLP199,cb_intrinsic
PLP231,4,,4,PLP231,cb_intrinsic
PLP254,4,,4,PLP254,cb_intrinsic
PPM1201,4,,4,PPM1201,cb_intrinsic
PS054,4,,4,PS054,cb_intrinsic
PS084,2,,6,PS084,cb_intrinsic
PS106,4,,4,PS106,cb_intrinsic
PS137,4,,4,PS137,cb_intrinsic
PS140,4,,4,PS140,cb_intrinsic
PS146,4,,4,PS146,cb_intrinsic
PS198,4,,4,PS197,cb_intrinsic
PS233,4,,4,PS233,cb_intrinsic
PS239,4,,4,PS239,cb_intrinsic
PS241b,2,,6,PS241,cb_intrinsic
PS291,4,,4,PS291,cb_intrinsic
PVLP012,4,,4,PVLP012,cb_intrinsic
PVLP139,4,,4,PVLP139,cb_intrinsic
PVLP144,2,,6,PVLP144,cb_intrinsic
PVLP151,4,,4,PVLP151,cb_intrinsic
SAD009,5,,3,SAD009,cb_intrinsic
SAD021_c,4,,4,SAD021_c,cb_intrinsic
SIP053b,2,,6,SIP053,cb_intrinsic
SLP019,2,,6,SLP019,cb_intrinsic
SLP065,3,,5,SLP065,cb_intrinsic
SLP129_c,2,,6,SLP129_c,cb_intrinsic
SLP288a,3,,5,SLP288,cb_intrinsic
SLP464,4,,4,SLP464,cb_intrinsic
SMP043,4,,4,SMP043,cb_intrinsic
SMP069,4,,4,SMP069,cb_intrinsic
SMP151,4,,4,SMP151,cb_intrinsic
SMP279_b,5,,3,SMP279_b,cb_intrinsic
SMP315,2,,6,SMP315,cb_intrinsic
SMP323,2,,6,SMP323,cb_intrinsic
SMP326a,4,,4,SMP326,cb_intrinsic
SMP331b,2,,6,SMP331,cb_intrinsic
SMP371,4,,4,SMP371_a,cb_intrinsic
SMP448,2,,6,SMP448,cb_intrinsic
SMP572,4,,4,SMP572,cb_intrinsic
Sm28,1,,7,Cm-DRA,ol_intrinsic
VES023,1,,7,VES023,cb_intrinsic
WED041a,2,,6,WED041,cb_intrinsic
WED072,2,,6,WED072,cb_intrinsic
WED092c,4,,4,WED092,cb_intrinsic
WED161,3,,5,WED161,cb_intrinsic
WEDPN2A,2,,6,WEDPN2A,cb_intrinsic
WEDPN7C,5,,3,WEDPN7C,cb_intrinsic
aMe12,2,,6,aMe12,visual_projection
aMe17b,3,,5,aMe17b,visual_centrifugal
cL04,4,,4,LoVC19,visual_centrifugal
cLLP02,4,,4,LoVC22,visual_centrifugal
cM08b,4,,4,MeVC22,visual_centrifugal
lLN2X02,2,,6,lLN2X02,cb_intrinsic
v2LN34E,1,,7,v2LN34E,cb_intrinsic
AMMC-A1,1,,6,AMMC-A1,cb_intrinsic
AN_AVLP_37,2,,5,ANXXX007,ascending_neuron
AN_AVLP_GNG_13,3,,4,AN05B050_c,ascending_neuron
AN_GNG_193,5,sensory neuron,2,AN09B044,ascending_neuron
AN_GNG_AVLP_2,5,,2,AN09B021,ascending_neuron
AN_GNG_FLA_2,5,,2,AN05B106,ascending_neuron
AN_GNG_WED_3,3,,4,AN18B019,ascending_neuron
AN_SPS_IPS_2,5,,2,AN07B078_a,ascending_neuron
AN_multi_54,5,,2,AN08B066,ascending_neuron
AOTU051,1,,6,AOTU051,cb_intrinsic
AVLP013,1,,6,AVLP013,cb_intrinsic
AVLP048,5,,2,AVLP048,cb_intrinsic
AVLP107,3,,4,AVLP107,cb_intrinsic
AVLP140,4,,3,AVLP140,cb_intrinsic
AVLP189_b,2,,5,AVLP189_b,cb_intrinsic
AVLP219c,1,,6,AVLP219_c,cb_intrinsic
AVLP287,4,,3,AVLP287,cb_intrinsic
AVLP288,3,,4,AVLP288,cb_intrinsic
AVLP293,3,,4,AVLP293,cb_intrinsic
AVLP308,3,,4,AVLP308,cb_intrinsic
AVLP316,1,,6,AVLP316,cb_intrinsic
AVLP323,3,,4,AVLP323,cb_intrinsic
AVLP451b,3,,4,AVLP451,cb_intrinsic
AVLP451c,5,,2,AVLP451,cb_intrinsic
AVLP479,3,,4,AVLP479,cb_intrinsic
AVLP488,3,,4,AVLP488,cb_intrinsic
AVLP489,3,,4,AVLP489,cb_intrinsic
AVLP557,3,,4,AVLP557,cb_intrinsic
AVLP560,2,,5,AVLP560,cb_intrinsic
AVLP574,3,,4,AVLP574,cb_intrinsic
CB.FB1E1,2,,5,FB1D,cb_intrinsic
CB.FB2I3,1,,6,FB2D,cb_intrinsic
CB0385,3,,4,PVLP096,cb_intrinsic
CB0696,5,,2,GNG483,cb_intrinsic
CB0704,3,,4,GNG482,cb_intrinsic
CB0716,5,,2,GNG052,cb_intrinsic
CB0717,3,,4,GNG481,cb_intrinsic
CB0734,3,,4,CB0734,cb_intrinsic
CB0763,3,,4,CB0763,cb_intrinsic
CB0813,2,,5,PVLP078,cb_intrinsic
CB0814,4,,3,GNG466,cb_intrinsic
CB0830,3,,4,GNG464,cb_intrinsic
CB0865,3,CNS neuron,4,VES087,cb_intrinsic
CB0884,5,,2,GNG061,cb_intrinsic
CB0937,1,,6,CB0937,cb_intrinsic
CB0964,3,,4,GNG452,cb_intrinsic
CB0994,3,,4,CB0994,cb_intrinsic
CB1003,3,,4,LHAV4e1_b,cb_intrinsic
CB1044,3,,4,CB1044,cb_intrinsic
CB1053,1,,6,PS229,cb_intrinsic
CB1065,2,,5,CB1065,cb_intrinsic
CB1165,1,,6,CB1165,cb_intrinsic
CB1167,3,,4,LHAV5b1,cb_intrinsic
CB1182,2,,5,LHAV2b3,cb_intrinsic
CB1185,3,,4,CB1185,cb_intrinsic
CB1219,1,,6,CB1219,cb_intrinsic
CB1222,3,,4,CB1222,cb_intrinsic
CB1232,1,,6,GNG443,cb_intrinsic
CB1244,1,,6,LHAD1b2_b,cb_intrinsic
CB1262,2,,5,CL190,cb_intrinsic
CB1282,2,,5,CB1282,cb_intrinsic
CB1287,5,,2,CB1287,cb_intrinsic
CB1293,3,,4,LHAV4d4,cb_intrinsic
CB1300,3,,4,CB1300,cb_intrinsic
CB1314,2,,5,CB1314,cb_intrinsic
CB1337,1,,6,CB1337,cb_intrinsic
CB1387,1,,6,CB1387,cb_intrinsic
CB1389,1,,6,CB1389,cb_intrinsic
CB1428,4,,3,CB1428,cb_intrinsic
CB1429,3,,4,SLP372,cb_intrinsic
CB1442,5,,2,CB1442,cb_intrinsic
CB1445,3,,4,SMP347,cb_intrinsic
CB1448,3,,4,CB1448,cb_intrinsic
CB1456,2,,5,CB1456,cb_intrinsic
CB1491,2,,5,LHAV1f1,cb_intrinsic
CB1503,2,,5,CB1503,cb_intrinsic
CB1512,3,,4,LHAV3b6_b,cb_intrinsic
CB1524,3,,4,LHAV3e4_a,cb_intrinsic
CB1537,2,,5,CB1537,cb_intrinsic
CB1538,3,,4,CB1538,cb_intrinsic
CB1549,3,,4,CB1549,cb_intrinsic
CB1554,2,,5,CB1554,cb_intrinsic
CB1584,4,,3,VES031,cb_intrinsic
CB1629,1,,6,CB1629,cb_intrinsic
CB1679,1,,6,CB1679,cb_intrinsic
CB1680,2,,5,GNG646,cb_intrinsic
CB1687,2,,5,CB1687,cb_intrinsic
CB1718,2,,5,PRW035,cb_intrinsic
CB1721,3,,4,CRE014,cb_intrinsic
CB1774,4,,3,CB1774,cb_intrinsic
CB1807,1,,6,SMP279_a,cb_intrinsic
CB1816,3,,4,WED206,cb_intrinsic
CB1819,3,,4,PVLP073,cb_intrinsic
CB1839,3,,4,AVLP372,cb_intrinsic
CB1842,3,,4,AVLP529,cb_intrinsic
CB1856,3,,4,CB1856,cb_intrinsic
CB1899,1,,6,CB1899,cb_intrinsic
CB1928,2,,5,SLP179_b,cb_intrinsic
CB1936,3,,4,AVLP463,cb_intrinsic
CB1955,1,,6,CB1955,cb_intrinsic
CB2004,1,,6,CB2004,cb_intrinsic
CB2006,3,,4,CB2006,cb_intrinsic
CB2040,3,,4,CB2040,cb_intrinsic
CB2048,3,,4,CB2048,cb_intrinsic
CB2051,1,,6,CB2051,cb_intrinsic
CB2089,1,,6,CB2089,cb_intrinsic
CB2123,2,,5,CB2123,cb_intrinsic
CB2129,2,,5,LHAV2i4,cb_intrinsic
CB2145,4,,3,"SLP283,SLP284",cb_intrinsic
CB2160,2,,5,PS353,cb_intrinsic
CB2175,3,,4,CB2175,cb_intrinsic
CB2185,3,,4,CB2185,cb_intrinsic
CB2218,1,,6,PLVP059,cb_intrinsic
CB2229,3,,4,CB2229,cb_intrinsic
CB2237,3,,4,IB096,cb_intrinsic
CB2250,3,,4,SIP021_a,cb_intrinsic
CB2262,1,,6,CB2262,cb_intrinsic
CB2296,3,,4,LHAV5b2,cb_intrinsic
CB2300,3,,4,CB2300,cb_intrinsic
CB2321,3,,4,CB2321,cb_intrinsic
CB2339,3,,4,CB2339,cb_intrinsic
CB2380,3,,4,CB2380,cb_intrinsic
CB2402,1,,6,AVLP067,cb_intrinsic
CB2413,3,,4,SMP052,cb_intrinsic
CB2462,5,,2,CB2462,cb_intrinsic
CB2469,1,,6,CB2469,cb_intrinsic
CB2471,2,,5,CB2471,cb_intrinsic
CB2485,3,,4,CL147,cb_intrinsic
CB2497,3,,4,CB2497,cb_intrinsic
CB2511,2,,5,AVLP176_c,cb_intrinsic
CB2633,1,,6,CB2633,cb_intrinsic
CB2636,1,,6,CB2636,cb_intrinsic
CB2660,4,,3,AVLP175,cb_intrinsic
CB2674,2,,5,CB2674,cb_intrinsic
CB2688,3,,4,CB2688,cb_intrinsic
CB2697,1,,6,PS074,cb_intrinsic
CB2713,3,,4,CB2713,cb_intrinsic
CB2715,3,,4,LHAV5a6_a,cb_intrinsic
CB2719,3,,4,CB2719,cb_intrinsic
CB2804,2,,5,GNG382,cb_intrinsic
CB2805,1,,6,CB2805,cb_intrinsic
CB2825,1,,6,PS316,cb_intrinsic
CB2858,2,,5,AVLP145,cb_intrinsic
CB2874,1,,6,AVLP145,cb_intrinsic
CB2884,3,,4,CB2884,cb_intrinsic
CB2888,1,,6,SLP268,cb_intrinsic
CB2924,4,,3,WEDPN7A,cb_intrinsic
CB2931,1,,6,CB2931,cb_intrinsic
CB2944,2,,5,CB2944,cb_intrinsic
CB2976,1,,6,CB2976,cb_intrinsic
CB2981,3,,4,CB2981,cb_intrinsic
CB3000,2,,5,AVLP198,cb_intrinsic
CB3001,1,,6,CB3001,cb_intrinsic
CB3010,1,,6,CB3010,cb_intrinsic
CB3013,2,,5,CB3013,cb_intrinsic
CB3056,1,,6,CB3056,cb_intrinsic
CB3064,3,,4,WED056,cb_intrinsic
CB3081,3,,4,CB3081,cb_intrinsic
CB3103,2,,5,CB3103,cb_intrinsic
CB3136,3,,4,SMP414,cb_intrinsic
CB3140,1,,6,CB3140,cb_intrinsic
CB3156,3,,4,PRW022,cb_intrinsic
CB3163,3,,4,SLP311,cb_intrinsic
CB3290,1,,6,LHPV6k1,cb_intrinsic
CB3396,2,,5,SIP037,cb_intrinsic
CB3399,3,,4,CB3399,cb_intrinsic
CB3412,3,,4,GNG361,cb_intrinsic
CB3416,3,,4,PVLP031,cb_intrinsic
CB3435,3,,4,CB3435,cb_intrinsic
CB3518,2,,5,AVLP334,cb_intrinsic
CB3524,3,,4,GNG358,cb_intrinsic
CB3603,3,,4,CB3603,cb_intrinsic
CB3607,4,,3,CB3607,cb_intrinsic
CB3613,4,,3,AVLP403,cb_intrinsic
CB3626,1,,6,SMP218,cb_intrinsic
CB3632,4,,3,GNG356,cb_intrinsic
CB3655,3,,4,WED106,cb_intrinsic
CB3707,3,,4,SAD073,cb_intrinsic
CB3708,3,,4,AVLP352,cb_intrinsic
CB3729,2,,5,CB3729,cb_intrinsic
CB3746,3,,4,CB3746,cb_intrinsic
CB3780,4,,3,LHAD1b2,cb_intrinsic
CL030,3,,4,CL030,cb_intrinsic
CL038,3,,4,CL038,cb_intrinsic
CL077,3,,4,CL077,cb_intrinsic
CL100,3,,4,CL100,cb_intrinsic
CL128b,2,,5,CL128_d,cb_intrinsic
CL215,3,,4,CL215,cb_intrinsic
CL235,1,,6,CL235,cb_intrinsic
CL255,2,,5,CL255,cb_intrinsic
CL283a,1,,6,CL283_a,cb_intrinsic
CL291,4,,3,CL291,cb_intrinsic
CL340,3,,4,CL340,cb_intrinsic
CRE001,2,,5,CRE001,cb_intrinsic
CRE066,3,,4,CRE066,cb_intrinsic
DNES3,3,efferent neuron,4,DNES3,cb_endocrine
DNa13,3,CNS neuron,4,DNa13,descending_neuron
DNg12_c,2,CNS neuron,5,DNg12_c,descending_neuron
DNge001,4,CNS neuron,3,DNge001,descending_neuron
DNge110,3,CNS neuron,4,DNge110,descending_neuron
DNpe003,3,CNS neuron,4,DNpe003,descending_neuron
DNpe011,3,CNS neuron,4,DNpe011,descending_neuron
ER3w_a,6,,1,ER3w_a,cb_intrinsic
FB2F_c,3,,4,FB2F_c,cb_intrinsic
FB6T,3,,4,FB6T,cb_intrinsic
FB6U,3,,4,FB6U,cb_intrinsic
FB7C,2,,5,FB7C,cb_intrinsic
FB7J,3,,4,FB7J,cb_intrinsic
FB8E,2,,5,FB8E,cb_intrinsic
IB022,3,,4,IB022,cb_intrinsic
IB049,3,,4,IB049,cb_intrinsic
LAL006,1,,6,LAL006,cb_intrinsic
LAL019,3,,4,LAL019,cb_intrinsic
LAL035,3,,4,LAL035,cb_intrinsic
LAL185,3,,4,LAL185,cb_intrinsic
LAL203,3,,4,LAL203,cb_intrinsic
LHAD1a1,1,sensory neuron,6,LHAD1a1,cb_intrinsic
LHAD1f4b,1,,6,LHAD1f4,cb_intrinsic
LHAV2a3c,1,,6,LHAV2a3,cb_intrinsic
LHAV3e2,3,,4,LHAV3e2,cb_intrinsic
LHAV3o1,1,,6,LHAV3o1,cb_intrinsic
LHAV4c1,1,,6,LHAV4c1,cb_intrinsic
LHCENT8,3,sensory neuron,4,LHCENT8,cb_intrinsic
LHPV4b1,1,,6,LHPV4b1,cb_intrinsic
LHPV4d3,1,,6,LHPV4d3,cb_intrinsic
LPT23,1,,6,LPT23,visual_projection
LPT51,3,,4,LPT51,visual_projection
LT63,3,,4,LT63,visual_projection
LT68,3,,4,LT68,visual_projection
LT80,3,,4,LT80,visual_projection
LTe11,4,,3,LoVP78,visual_projection
LTe47,3,,4,LoVP61,visual_projection
MBON09,3,,4,MBON09,cb_intrinsic
MBON19,3,,4,MBON19,cb_intrinsic
MTe15,3,,4,MeVP34,visual_projection
M_lPNm11A,1,,6,M_lPNm11A,cb_intrinsic
M_lvPNm35,2,,5,M_lvPNm35,cb_intrinsic
M_vPNml60,2,,5,M_vPNml60,cb_intrinsic
M_vPNml65,1,,6,M_vPNml65,cb_intrinsic
Nod1,3,,4,Nod1,visual_projection
OCC02a,1,,6,OCC02a,visual_centrifugal
PLP013,3,,4,PLP013,cb_intrinsic
PLP073,3,,4,PLP073,cb_intrinsic
PLP103,1,,6,PLP103,cb_intrinsic
PLP149,3,,4,PLP149,cb_intrinsic
PLP155,1,,6,PLP155,cb_intrinsic
PLP159,3,,4,PLP159,cb_intrinsic
PLP161,3,,4,PLP161,cb_intrinsic
PLP190,1,,6,PLP190,cb_intrinsic
PLP218,3,,4,PLP218,cb_intrinsic
PPM1202,3,,4,PPM1202,cb_intrinsic
PS023,2,,5,PS023,cb_intrinsic
PS037,1,,6,PS037,cb_intrinsic
PS052,3,,4,PS052,cb_intrinsic
PS107,3,,4,PS107,cb_intrinsic
PS220,3,,4,PS220,cb_intrinsic
PS241a,5,,2,PS241,cb_intrinsic
PVLP080a,3,,4,PVLP080_a,cb_intrinsic
PVLP080b,1,,6,PVLP080_b,cb_intrinsic
PVLP108,3,,4,PVLP108,cb_intrinsic
PVLP128,2,sensory neuron,5,PVLP128,cb_intrinsic
PVLP148,3,,4,PVLP148,cb_intrinsic
SAD003,1,,6,SAD003,cb_intrinsic
SAD012,3,,4,SAD012,cb_intrinsic
SAD044,3,,4,SAD044,cb_intrinsic
SAD064,1,,6,SAD064,cb_intrinsic
SIP053a,3,,4,SIP053,cb_intrinsic
SIP066,3,,4,SIP066,cb_intrinsic
SLP076,3,,4,SLP076,cb_intrinsic
SLP228,3,,4,SLP228,cb_intrinsic
SLP242,1,,6,SLP242,cb_intrinsic
SLP344,3,,4,SLP344,cb_intrinsic
SLP396,3,,4,SLP396,cb_intrinsic
SLP403,3,,4,SLP403,cb_intrinsic
SLP457,3,,4,SLP457,cb_intrinsic
SMP012,3,,4,SMP012,cb_intrinsic
SMP021,1,,6,SMP021,cb_intrinsic
SMP039,3,,4,SMP039,cb_intrinsic
SMP089,3,,4,SMP089,cb_intrinsic
SMP092,3,,4,SMP092,cb_intrinsic
SMP096,3,,4,SMP096,cb_intrinsic
SMP279_c,3,,4,SMP279_c,cb_intrinsic
SMP280,2,,5,SMP280,cb_intrinsic
SMP320b,1,,6,SMP320,cb_intrinsic
SMP360,5,,2,SMP360,cb_intrinsic
SMP408_b,1,,6,SMP408_b,cb_intrinsic
SMP408_c,1,,6,SMP408_c,cb_intrinsic
SMP447,3,,4,SMP447,cb_intrinsic
SMP566b,3,,4,SMP566,cb_intrinsic
VA5_lPN,1,,6,VA5_lPN,cb_intrinsic
VC4_adPN,1,,6,VC4_adPN,cb_intrinsic
VES019,1,,6,VES019,cb_intrinsic
VES021,2,,5,VES021,cb_intrinsic
VL2a_vPN,1,,6,VL2a_vPN,cb_intrinsic
VP3+_l2PN,1,,6,VP3+_l2PN,cb_intrinsic
WED010,3,,4,WED010,cb_intrinsic
WED014,3,,4,WED014,cb_intrinsic
WED024,3,,4,WED024,cb_intrinsic
WED029,3,,4,WED029,cb_intrinsic
WED038a,2,,5,WED038,cb_intrinsic
WED061,3,,4,WED061,cb_intrinsic
WED096b,3,,4,WED096,cb_intrinsic
WED153,1,,6,WED153,cb_intrinsic
aMe1,3,,4,aMe1,visual_projection
aMe17c,3,,4,aMe17c,visual_centrifugal
aMe9,3,,4,aMe9,visual_projection
