cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
LHAD1b5,4,,12,LHAD1b5,cb_intrinsic
LT78,8,,8,LT78,visual_projection
LTe43,7,CNS neuron,9,LoVP83,visual_projection
LTe68,5,CNS neuron,11,LoVP84,visual_projection
M_lPNm11D,4,,12,M_lPNm11D,cb_intrinsic
PLP172,7,,9,PLP172,cb_intrinsic
PS055,7,,9,PS055,cb_intrinsic
PVLP111,7,,9,PVLP111,cb_intrinsic
SLP240_b,9,,7,SLP240_b,cb_intrinsic
SMP427,5,,11,SMP427,cb_intrinsic
WED163c,10,,6,WED163,cb_intrinsic
WEDPN8B,5,,11,WEDPN8B,cb_intrinsic
cM04,8,sensory neuron,8,aMe2,visual_centrifugal
hDeltaL,5,,11,hDeltaL,cb_intrinsic
l-LNv,8,,8,l-LNv,ol_intrinsic
AN_AVLP_22,13,,2,AN05B023c,ascending_neuron
AN_AVLP_45,9,,6,AN10B020,ascending_neuron
AN_GNG_162,7,CNS neuron,8,AN01B004,ascending_neuron
AN_GNG_69,4,sensory neuron,11,AN05B054_b,ascending_neuron
AOTU007,3,,12,AOTU007_b,cb_intrinsic
CB0743,5,,10,CB0743,cb_intrinsic
CB0956,6,sensory neuron,9,CB0956,cb_intrinsic
CB0977,7,,8,GNG635,cb_intrinsic
CB1205,9,,6,CB1205,cb_intrinsic
CB1256,7,,8,AVLP199,cb_intrinsic
CB1311,8,,7,GNG440,cb_intrinsic
CB1330,6,,9,CB1330,cb_intrinsic
CB1379,10,,5,CB1379,cb_intrinsic
CB1427,5,,10,AMMC035,cb_intrinsic
CB1439,7,,8,WED201,cb_intrinsic
CB1794,7,,8,CB1794,cb_intrinsic
CB1826,7,,8,AMMC003,cb_intrinsic
CB1851,5,,10,IB002,cb_intrinsic
CB1881,7,,8,WED143_a,cb_intrinsic
CB1920,4,,11,PVLP072,cb_intrinsic
CB1997,2,,13,CB1997,cb_intrinsic
CB2050,6,,9,CB2050,cb_intrinsic
CB2066,5,,10,CB2066,cb_intrinsic
CB2148,5,,10,CB2148,cb_intrinsic
CB2259,8,,7,IB004_b,cb_intrinsic
CB2342,5,,10,CB2342,cb_intrinsic
CB2431,9,,6,CB2431,cb_intrinsic
CB2448,6,,9,CB2448,cb_intrinsic
CB2503,9,,6,CB2503,cb_intrinsic
CB2558,2,,13,CB2558,cb_intrinsic
CB3386,7,,8,SLP229,cb_intrinsic
CL091,6,,9,CL091,cb_intrinsic
CL182,5,,10,CL182,cb_intrinsic
DNpe054,7,CNS neuron,8,DNpe054,descending_neuron
LHAV1a3,3,,12,LHAV1a3,cb_intrinsic
LTe66,9,CNS neuron,6,LoVP25,visual_projection
MTe10,7,,8,MeVP54,visual_projection
MeMe_e01,3,,12,MeVPMe9,visual_projection
PFL1,1,,14,PFL1,cb_intrinsic
PLP064_a,7,,8,PLP064_a,cb_intrinsic
PLP158,5,sensory neuron,10,PLP158,cb_intrinsic
PVLP097,1,,14,PVLP097,cb_intrinsic
PVLP133,11,,4,PVLP133,cb_intrinsic
SLP289,4,,11,SLP289,cb_intrinsic
SMP261,2,,13,SMP261,cb_intrinsic
WED002,3,,12,WED002,cb_intrinsic
WED028,9,,6,WED028,cb_intrinsic
WED040,8,,7,WED040_b,cb_intrinsic
WED162,6,,9,WED162,cb_intrinsic
cL02b,5,,10,LoVC27,visual_centrifugal
vDeltaJ,4,,11,vDeltaJ,cb_intrinsic
AN_GNG_178,9,CNS neuron,5,AN06B002,ascending_neuron
AN_GNG_IPS_19,3,sensory neuron,11,AN07B069_b,ascending_neuron
AVLP297,6,,8,AVLP297,cb_intrinsic
AVLP486,5,,9,AVLP486,cb_intrinsic
AVLP494,8,,6,AVLP494,cb_intrinsic
AVLP541a,6,,8,AVLP541,cb_intrinsic
BM_Vt_PoOc,6,sensory neuron,8,BM_Vt_PoOc,cb_sensory
CB0825,9,,5,GNG465,cb_intrinsic
CB0951,8,,6,CB0951,cb_intrinsic
CB1046,2,,12,WED143_c,cb_intrinsic
CB1145,7,,7,CB1145,cb_intrinsic
CB1170,7,,7,SLP176,cb_intrinsic
CB1227,3,,11,CB1227,cb_intrinsic
CB1258,7,,7,LHPV2b3,cb_intrinsic
CB1292,8,,6,LAL189,cb_intrinsic
CB1424,9,,5,GNG435,cb_intrinsic
CB1552,6,,8,AVLP526,cb_intrinsic
CB1640,3,,11,LHAV7b1,cb_intrinsic
CB1983,8,,6,CB1983,cb_intrinsic
CB2195,6,,8,GNG309,cb_intrinsic
CB2292,4,,10,CB2292,cb_intrinsic
CB2343,6,,8,CB2343,cb_intrinsic
CB2701,9,,5,CB2701,cb_intrinsic
CB2872,7,,7,PS353,cb_intrinsic
CB3050,3,,11,CB3050,cb_intrinsic
CB3739,7,,7,CB3739,cb_intrinsic
CL252,6,,8,CL252,cb_intrinsic
CRE044,6,,8,CRE044,cb_intrinsic
CRE068,10,,4,CRE068,cb_intrinsic
DNge085,6,CNS neuron,8,DNge085,descending_neuron
FB6A,8,,6,FB6A_a,cb_intrinsic
FB8G,8,,6,FB8G,cb_intrinsic
IB032,6,,8,IB032,cb_intrinsic
LHAV4a1_b,6,,8,LHAV4a1_b,cb_intrinsic
LHPV6r1,4,,10,,cb_intrinsic
Li22,1,,13,Li28,ol_intrinsic
PFL2,2,,12,PFL2,cb_intrinsic
PLP181,10,,4,PLP181,cb_intrinsic
SA_VTV_6,3,sensory neuron,11,SAxx02,sensory_ascending
SIP003_a,4,,10,SIP003_a,cb_intrinsic
SLP275,4,,10,SLP275,cb_intrinsic
SMP409,3,,11,SMP409,cb_intrinsic
SMP452,4,,10,SMP452,cb_intrinsic
TuBu04,2,,12,TuBu04,cb_intrinsic
VC5_lvPN,2,,12,VC5_lvPN,cb_intrinsic
WED056,6,,8,WED056,cb_intrinsic
cL03,4,,10,LoVC24,visual_centrifugal
hDeltaD,6,,8,hDeltaD,cb_intrinsic
lLN2X12,1,,13,lLN2X12,cb_intrinsic
AN_AVLP_34,7,,6,AN10B027,ascending_neuron
AN_GNG_182,2,,11,AN08B081,ascending_neuron
AN_GNG_187,6,,7,AN08B098,ascending_neuron
AVLP550b,2,,11,AVLP550b,cb_intrinsic
CB0738,2,,11,PVLP064,cb_intrinsic
CB1073,7,,6,CB1073,cb_intrinsic
CB1098,5,,8,AMMC015,cb_intrinsic
CB1181,7,,6,CB1181,cb_intrinsic
CB1268,2,,11,CB1268,cb_intrinsic
CB1295,5,,8,PRW039,cb_intrinsic
CB1355,6,,7,LAL136_b,cb_intrinsic
CB1372,4,,9,SMP738,cb_intrinsic
CB1401,4,,9,LHAV4d5,cb_intrinsic
CB1454,5,,8,CRE051,cb_intrinsic
CB1510,9,,4,CB1510,cb_intrinsic
CB1728,7,,6,GNG416,cb_intrinsic
CB1750,5,,8,LAL060_a,cb_intrinsic
CB1827,5,,8,WED009,cb_intrinsic
CB1897,3,,10,CB1897,cb_intrinsic
CB2037,7,,6,CB2037,cb_intrinsic
CB2049,5,,8,CB2049,cb_intrinsic
CB2171,5,,8,AVLP311_b1,cb_intrinsic
CB2186,5,,8,AVLP349,cb_intrinsic
CB2246,6,,7,CB2246,cb_intrinsic
CB2392,5,,8,PS341,cb_intrinsic
CB2896,5,,8,CB2896,cb_intrinsic
CB2989,3,,10,SLP267,cb_intrinsic
CB3033,5,,8,LAL050,cb_intrinsic
CB3269,9,,4,CB3269,cb_intrinsic
CB3320,7,,6,CB3320,cb_intrinsic
CB3865,3,,10,CB3865,cb_intrinsic
CL048,6,,7,CL048,cb_intrinsic
DNg02_a,3,CNS neuron,10,DNg02_a,descending_neuron
DNg09,5,CNS neuron,8,DNg09_a,descending_neuron
DNge025,10,CNS neuron,3,DNge025,descending_neuron
DNpe009,3,CNS neuron,10,DNpe009,descending_neuron
HRN_VP1l,5,sensory neuron,8,HRN_VP1l,cb_sensory
JO-mz,2,sensory neuron,11,JO-mz,cb_sensory
LAL021,5,,8,LAL021,cb_intrinsic
LAL031,7,,6,LAL031,cb_intrinsic
LAL087,3,,10,LAL087,cb_intrinsic
LCe08,1,,12,LoVP3,visual_projection
LHAV4b2,3,,10,LHAV4b2,cb_intrinsic
LHAV4c2,4,,9,LHAV4c2,cb_intrinsic
LHAV4d1,1,,12,LHAV4d1,cb_intrinsic
LHPV4a10,1,,12,LHPV4a10,cb_intrinsic
LHPV4h1,4,,9,LHPV4h1,cb_intrinsic
LHPV5c1,5,,8,LHPV5c1,cb_intrinsic
LHPV6f1,2,,11,LHPV6f1,cb_intrinsic
LT81,2,,11,LT81,visual_projection
LTe38a,5,,8,LoVP17,visual_projection
MBON10,4,,9,MBON10,cb_intrinsic
MTe09,5,,8,MeVP16,visual_projection
PAM03,1,,12,PAM03,cb_intrinsic
PAM09,4,,9,PAM09,cb_intrinsic
PLP046b,9,,4,PLP046,cb_intrinsic
PLP182,11,,2,PLP182,cb_intrinsic
PS002,7,,6,PS002,cb_intrinsic
PVLP112b,7,,6,PVLP112,cb_intrinsic
SIP047b,5,,8,SIP047,cb_intrinsic
SMP281,2,,11,SMP281,cb_intrinsic
SMP282,4,,9,SMP282,cb_intrinsic
SMP461,5,,8,SMP461,cb_intrinsic
TuBu02,1,,12,TuBu02,cb_intrinsic
TuBu05,2,,11,TuBu05,cb_intrinsic
TuBu06,3,,10,TuBu06,cb_intrinsic
VM5d_adPN,1,,12,VM5d_adPN,cb_intrinsic
WED032,5,,8,WED032,cb_intrinsic
WED164b,7,,6,WED164,cb_intrinsic
WEDPN1A,3,,10,WEDPN1A,cb_intrinsic
hDeltaH,5,,8,hDeltaH,cb_intrinsic
mAL4,9,,4,mAL4A,cb_intrinsic
v2LN3A1_b,4,,9,v2LN3A1_b,cb_intrinsic
AN_GNG_92,6,,6,AN05B104,ascending_neuron
AN_IPS_LAL_1,6,CNS neuron,6,AN07B037_a,ascending_neuron
AOTU050b,4,,8,AOTU050,cb_intrinsic
AOTU060,5,,7,AOTU060,cb_intrinsic
AVLP051,6,,6,AVLP051,cb_intrinsic
AVLP300_a,7,,5,AVLP300_a,cb_intrinsic
CB0946,1,,11,SLP324,cb_intrinsic
CB0957,6,,6,AMMC036,cb_intrinsic
CB0961,1,,11,GNG454,cb_intrinsic
CB1023,3,,9,CB1023,cb_intrinsic
CB1064,6,,6,CRE028,cb_intrinsic
CB1096,6,,6,PRW042,cb_intrinsic
CB1168,3,,9,CB1168,cb_intrinsic
CB1251,4,,8,CRE039,cb_intrinsic
CB1265,5,,7,CB1265,cb_intrinsic
CB1340,3,,9,PVLP085,cb_intrinsic
CB1359,2,,10,CB1359,cb_intrinsic
CB1383,4,,8,WED055_b,cb_intrinsic
CB1399,7,,5,AVLP004_a,cb_intrinsic
CB1543,6,,6,AVLP525,cb_intrinsic
CB1558,5,,7,AOTU055,cb_intrinsic
CB1586,4,,8,SMP487,cb_intrinsic
CB1601,5,,7,CB1601,cb_intrinsic
CB1604,3,,9,CB1604,cb_intrinsic
CB1699,6,,6,CB1699,cb_intrinsic
CB1705,4,,8,CB1705,cb_intrinsic
CB1717,9,,3,CB1717,cb_intrinsic
CB1783,6,,6,aSP10A_a,cb_intrinsic
CB1789,3,,9,CB1789,cb_intrinsic
CB1812,6,,6,CB1812,cb_intrinsic
CB1852,3,,9,CB1852,cb_intrinsic
CB1891,4,,8,VES034_b,cb_intrinsic
CB1923,1,,11,CB1923,cb_intrinsic
CB1937,2,,10,GNG410,cb_intrinsic
CB1948,5,,7,CB1948,cb_intrinsic
CB1957,4,,8,SMP450,cb_intrinsic
CB2057,4,,8,AVLP168,cb_intrinsic
CB2207,5,,7,CB2207,cb_intrinsic
CB2252,3,,9,CB2252,cb_intrinsic
CB2479,4,,8,CB2479,cb_intrinsic
CB2539,3,,9,CB2539,cb_intrinsic
CB2625,4,,8,CB2625,cb_intrinsic
CB2659,7,,5,CB2659,cb_intrinsic
CB2710,1,,11,WEDPN8C,cb_intrinsic
CB2720,4,,8,CB2720,cb_intrinsic
CB2792,4,,8,CB2792,cb_intrinsic
CB2919,6,,6,CB2919,cb_intrinsic
CB3037,7,,5,GNG376,cb_intrinsic
CB3043,5,,7,CB3043,cb_intrinsic
CB3189,9,sensory neuron,3,GNG371,cb_intrinsic
CB3293,7,,5,CB3293,cb_intrinsic
CB3873,8,,4,CB3873,cb_intrinsic
CL089_b,5,,7,CL089_b,cb_intrinsic
CL210_a,2,,10,CL210_a,cb_intrinsic
CL283c,8,,4,CL283_c,cb_intrinsic
CRE065,6,,6,CRE065,cb_intrinsic
DL3_lPN,1,,11,DL3_lPN,cb_intrinsic
ER4m,1,,11,ER4m,cb_intrinsic
FB4A,4,,8,FB4A_a,cb_intrinsic
FB5W,3,,9,FB5W_a,cb_intrinsic
IB084,5,,7,IB084,cb_intrinsic
LAL022,6,,6,LAL022,cb_intrinsic
LAL048,2,,10,LAL048,cb_intrinsic
LAL196,6,,6,LAL196,cb_intrinsic
LHAV1d2,2,,10,LHAV1d2,cb_intrinsic
LHAV2b1,4,,8,LHAV2b1,cb_intrinsic
LPi03,1,,11,LPi3c,ol_intrinsic
LTe01,6,,6,LoVP32,visual_projection
LTe63,6,,6,LoVP33,visual_projection
MTe11,6,,6,MeVP58,visual_projection
PLP025b,4,,8,PLP025,cb_intrinsic
PLP037b,4,,8,PLP037,cb_intrinsic
PLP089b,5,,7,PLP089,cb_intrinsic
PLP108,3,,9,PLP108,cb_intrinsic
PLP180,6,,6,PLP180,cb_intrinsic
PVLP007,1,,11,PVLP007,cb_intrinsic
PVLP060,6,,6,PVLP060,cb_intrinsic
SA1,3,,9,SA1_b,cb_intrinsic
SA2,3,,9,SA2_b,cb_intrinsic
SA3,4,,8,SA3,cb_intrinsic
SIP015,4,,8,SIP015,cb_intrinsic
SIP089,3,,9,SIP089,cb_intrinsic
SLP152,4,,8,SLP152,cb_intrinsic
SLP314,4,,8,SLP314,cb_intrinsic
SMP307,4,,8,SMP307,cb_intrinsic
VST1,7,,5,VST1,visual_projection
VST2,5,,7,VST2,visual_projection
WEDPN6A,4,,8,WEDPN6A,cb_intrinsic
cL02a,6,,6,LoVC26,visual_centrifugal
AN_AVLP_GNG_21,5,,6,AN10B019,ascending_neuron
AN_GNG_169,7,,4,ANXXX024,ascending_neuron
AN_GNG_190,7,,4,AN17A013,ascending_neuron
AVLP121,5,,6,AVLP121,cb_intrinsic
AVLP178,8,,3,AVLP178,cb_intrinsic
AVLP283,6,,5,AVLP283,cb_intrinsic
AVLP295,5,,6,AVLP295,cb_intrinsic
AVLP299_b,6,,5,AVLP299_b,cb_intrinsic
AVLP584,3,,8,AVLP584,cb_intrinsic
CB0930,5,,6,CB0930,cb_intrinsic
CB0975,3,,8,CB0975,cb_intrinsic
CB0981,5,,6,PS345,cb_intrinsic
CB1011,2,,9,CB1011,cb_intrinsic
CB1012,4,,7,CB1012,cb_intrinsic
CB1030,5,,6,CB1030,cb_intrinsic
CB1049,3,,8,PRW044,cb_intrinsic
CB1109,1,,10,CB1109,cb_intrinsic
CB1201,2,,9,CB1201,cb_intrinsic
CB1220,2,,9,CB1220,cb_intrinsic
CB1260,6,,5,CB1260,cb_intrinsic
CB1276,3,,8,CB1276,cb_intrinsic
CB1289,4,,7,CB1289,cb_intrinsic
CB1291,5,,6,GNG662,cb_intrinsic
CB1333,1,,10,CB1333,cb_intrinsic
CB1342,1,CNS neuron,10,PS331,cb_intrinsic
CB1369,5,,6,PRW037,cb_intrinsic
CB1417,5,,6,CB1417,cb_intrinsic
CB1451,4,,7,CL189,cb_intrinsic
CB1523,6,,5,CB1523,cb_intrinsic
CB1542,1,CNS neuron,10,SAD051_a,cb_intrinsic
CB1565,7,,4,CB1565,cb_intrinsic
CB1570,1,,10,CB1570,cb_intrinsic
CB1583,5,,6,GNG422,cb_intrinsic
CB1595,2,,9,CB1595,cb_intrinsic
CB1663,5,,6,CB1663,cb_intrinsic
CB1809,5,,6,CB1809,cb_intrinsic
CB1833,2,,9,CB1833,cb_intrinsic
CB1853,6,,5,CB1853,cb_intrinsic
CB1901,2,,9,CB1901,cb_intrinsic
CB1953,5,,6,"LHPV6h3,SLP276",cb_intrinsic
CB2131,3,,8,aIPg1,cb_intrinsic
CB2190,2,,9,WED040_a,cb_intrinsic
CB2205,7,,4,CB2205,cb_intrinsic
CB2214,2,,9,SIP074_b,cb_intrinsic
CB2216,3,,8,AOTU056,cb_intrinsic
CB2287,9,,2,AVLP548_g1,cb_intrinsic
CB2297,5,,6,SLP334,cb_intrinsic
CB2428,7,,4,AVLP179,cb_intrinsic
CB2708,3,,8,IB054,cb_intrinsic
CB2757,4,,7,LHAV4g7_b,cb_intrinsic
CB2778,6,,5,WEDPN18,cb_intrinsic
CB2820,5,,6,GNG380,cb_intrinsic
CB2834,5,,6,WED030_a,cb_intrinsic
CB2892,3,,8,CB2892,cb_intrinsic
CB3029,1,,10,AVLP387,cb_intrinsic
CB3127,3,,8,AOTU001,cb_intrinsic
CB3248,5,,6,LHPV6h1_b,cb_intrinsic
CB3322,7,,4,CB3322,cb_intrinsic
CB3366,1,,10,AVLP385,cb_intrinsic
CB3417,1,,10,CB3417,cb_intrinsic
CB3768,4,,7,CB3768,cb_intrinsic
CB3860,7,,4,SMP321_a,cb_intrinsic
CL086_c,2,,9,CL086_c,cb_intrinsic
CL171,4,,7,CL171,cb_intrinsic
CL268,5,,6,CL268,cb_intrinsic
CL269,4,,7,CL269,cb_intrinsic
CRE016,5,,6,CRE016,cb_intrinsic
CRE103b,5,,6,CRE103,cb_intrinsic
DL2d_adPN,2,,9,DL2d_adPN,cb_intrinsic
DL2v_adPN,3,,8,DL2v_adPN,cb_intrinsic
DNg01,2,CNS neuron,9,DNg01_a,descending_neuron
DNge020,3,CNS neuron,8,DNge020,descending_neuron
FB7A,5,,6,FB7A,cb_intrinsic
FB7E,5,,6,FB7E,cb_intrinsic
FB8F_a,4,,7,FB8F_a,cb_intrinsic
FB8F_b,2,,9,FB8F_b,cb_intrinsic
FB8I,5,,6,FB8I,cb_intrinsic
LAL043a,5,,6,LAL043_a,cb_intrinsic
LHAV7a3,3,,8,LHAV7a3,cb_intrinsic
LHPD4b1a,3,,8,LHPD4b1,cb_intrinsic
LHPV2e1_a,5,,6,LHPV2e1_a,cb_intrinsic
LHPV5d1,3,,8,LHPV5d1,cb_intrinsic
MC65,5,,6,MeVP62,visual_projection
M_vPNml53,3,,8,M_vPNml53,cb_intrinsic
PLP160,4,,7,PLP160,cb_intrinsic
PS192,7,,4,PS192,cb_intrinsic
PS194,5,,6,PS194,cb_intrinsic
PVLP088,4,,7,PVLP088,cb_intrinsic
PVLP092,5,,6,PVLP092,cb_intrinsic
PVLP099,3,,8,PVLP099,cb_intrinsic
PVLP103,4,,7,PVLP103,cb_intrinsic
SIP027,4,,7,SIP027,cb_intrinsic
SLP160,2,,9,SLP160,cb_intrinsic
SLP312,5,,6,SLP312,cb_intrinsic
SMP006,2,,9,SMP006,cb_intrinsic
SMP008,2,,9,SMP008,cb_intrinsic
SMP262,5,,6,SMP262,cb_intrinsic
SMP408_d,1,,10,SMP408_d,cb_intrinsic
SMP429,5,,6,SMP429,cb_intrinsic
SMP578,5,,6,SMP578,cb_intrinsic
TRN_VP2,4,sensory neuron,7,TRN_VP2,cb_sensory
WED023,5,,6,WED023,cb_intrinsic
WED095,3,,8,WED095,cb_intrinsic
aMe26,5,,6,aMe26,visual_projection
cL02c,4,,7,LoVC29,visual_centrifugal
cL18,5,,6,LoVC15,visual_centrifugal
cM08c,5,,6,MeVC20,visual_centrifugal
hDeltaE,3,,8,hDeltaE,cb_intrinsic
hDeltaG,3,,8,hDeltaG,cb_intrinsic
AN_AVLP_SAD_5,7,,3,AN10B045,ascending_neuron
AOTU015,2,,8,AOTU015,cb_intrinsic
AOTU062,4,,6,AOTU062,cb_intrinsic
AVLP039,4,,6,AVLP039,cb_intrinsic
AVLP049,3,,7,AVLP049,cb_intrinsic
AVLP050,3,,7,AVLP050,cb_intrinsic
AVLP224_a,4,,6,AVLP224_a,cb_intrinsic
AVLP230,4,,6,AVLP230,cb_intrinsic
AVLP309b,4,,6,AVLP309,cb_intrinsic
AVLP347,6,,4,AVLP347,cb_intrinsic
AVLP394,4,,6,AVLP394,cb_intrinsic
AVLP523,4,,6,AVLP523,cb_intrinsic
AVLP558,4,,6,AVLP558,cb_intrinsic
CB.FB5D3,2,,8,FB5G_a,cb_intrinsic
CB.FB8E1,2,,8,FB8H,cb_intrinsic
CB0361,3,,7,AOTU004,cb_intrinsic
CB0732,2,,8,PVLP098,cb_intrinsic
CB0744,5,,5,CB0744,cb_intrinsic
CB0973,2,,8,CB0973,cb_intrinsic
CB1063,4,,6,CRE037,cb_intrinsic
CB1149,3,,7,CB1149,cb_intrinsic
CB1155,4,,6,SLP179_a,cb_intrinsic
CB1163,2,,8,SMP174,cb_intrinsic
CB1305,1,,9,LHAV2k5,cb_intrinsic
CB1306,6,,4,SLP094_b,cb_intrinsic
CB1435,5,,5,PS335,cb_intrinsic
CB1437,4,,6,LHAV2k1,cb_intrinsic
CB1458,4,,6,CB1458,cb_intrinsic
CB1475,6,,4,GNG429,cb_intrinsic
CB1488,5,,5,GNG320,cb_intrinsic
CB1498,3,,7,AVLP452,cb_intrinsic
CB1605,6,,4,AVLP401,cb_intrinsic
CB1613,6,,4,CB1613,cb_intrinsic
CB1622,5,,5,SAD078,cb_intrinsic
CB1628,4,,6,CB1628,cb_intrinsic
CB1781,2,,8,SMP243,cb_intrinsic
CB1822,4,,6,GNG412,cb_intrinsic
CB1836,1,,9,CB1836,cb_intrinsic
CB1843,6,,4,LHAV2b5,cb_intrinsic
CB1888,4,,6,CL274,cb_intrinsic
CB1909,2,,8,CB1909,cb_intrinsic
CB1939,1,,9,LHPD3a4_c,cb_intrinsic
CB1979,4,,6,SLP040,cb_intrinsic
CB2000,5,,5,CB2000,cb_intrinsic
CB2002,4,,6,LAL061,cb_intrinsic
CB2036,2,,8,SLP187,cb_intrinsic
CB2079,4,,6,LHPV5j1,cb_intrinsic
CB2149,2,,8,AMMC002,cb_intrinsic
CB2198,2,,8,GNG402,cb_intrinsic
CB2285,2,,8,CB2285,cb_intrinsic
CB2302,5,,5,CB2302,cb_intrinsic
CB2313,6,,4,AMMC016,cb_intrinsic
CB2456,4,,6,GNG395,cb_intrinsic
CB2501,4,,6,CB2501,cb_intrinsic
CB2517,2,,8,SLP414,cb_intrinsic
CB2545,6,,4,WED047,cb_intrinsic
CB2552,6,,4,LHAD3f1_b,cb_intrinsic
CB2567,2,,8,VES037,cb_intrinsic
CB2582,4,,6,PS110,cb_intrinsic
CB2592,3,,7,CB2592,cb_intrinsic
CB2707,3,,7,LHPV4a5,cb_intrinsic
CB2777,6,,4,AVLP166,cb_intrinsic
CB2817,4,,6,SMP581,cb_intrinsic
CB2831,3,,7,CB2831,cb_intrinsic
CB2876,4,,6,CB2876,cb_intrinsic
CB2957,4,,6,WED030_a,cb_intrinsic
CB2968,5,,5,PRW024,cb_intrinsic
CB2993,8,,2,CB2993,cb_intrinsic
CB2995,5,,5,CB2995,cb_intrinsic
CB3024,2,,8,CB3024,cb_intrinsic
CB3054,4,,6,SLP322,cb_intrinsic
CB3105,5,,5,SAD104,cb_intrinsic
CB3143,6,,4,CB3143,cb_intrinsic
CB3153,7,,3,GNG372,cb_intrinsic
CB3245,4,glia,6,CB3245,cb_intrinsic
CB3261,2,,8,CB3261,cb_intrinsic
CB3308,2,,8,CB3308,cb_intrinsic
CB3383,1,,9,VM6_lvPN,cb_intrinsic
CB3385,7,,3,GNG363,cb_intrinsic
CB3425,6,,4,AVLP354,cb_intrinsic
CB3449,4,,6,SMP219,cb_intrinsic
CB3486,4,CNS neuron,6,WED207,cb_intrinsic
CB3503,4,,6,CB3503,cb_intrinsic
CB3508,4,,6,SMP223,cb_intrinsic
CB3539,5,,5,CB3539,cb_intrinsic
CB3623,2,,8,VP2+Z_lvPN,cb_intrinsic
CB3794,4,,6,PS337,cb_intrinsic
CEM,4,,6,CEM,cb_motor
CL023,4,,6,CL023,cb_intrinsic
CL128c,4,,6,CL128_b,cb_intrinsic
CL170,4,,6,CL170,cb_intrinsic
CL253,6,,4,CL253,cb_intrinsic
CL254,4,,6,CL254,cb_intrinsic
CL272_b,6,,4,CL272_b1,cb_intrinsic
CRE027,6,,4,CRE027,cb_intrinsic
CRE056,1,,9,CRE056,cb_intrinsic
CRE095b,5,,5,CRE095,cb_intrinsic
DNp16,6,CNS neuron,4,DNp16_a,descending_neuron
FB2M,4,,6,FB2M_a,cb_intrinsic
FB4D,4,,6,FB4D_a,cb_intrinsic
FB7K,6,,4,FB7K,cb_intrinsic
LAL030a,8,,2,LAL030_b,cb_intrinsic
LAL089,4,,6,LAL089,cb_intrinsic
LC44,5,,5,LC44,visual_projection
LHAV4b1,5,,5,LHAV4b1,cb_intrinsic
LHPD4a1,2,,8,LHPD4a1,cb_intrinsic
LT74,4,,6,LT74,visual_projection
LT77,4,,6,LT77,visual_projection
MTe12,4,,6,MeVP21,visual_projection
PLP028,2,,8,PLP028,cb_intrinsic
PLP042b,2,,8,PLP042_c,cb_intrinsic
PLP099,3,,7,PLP099,cb_intrinsic
PS188,3,,7,PS188,cb_intrinsic
PS221,2,,8,PS221,cb_intrinsic
PVLP033,1,,9,PVLP033,cb_intrinsic
PVLP105,5,,5,PVLP105,cb_intrinsic
PVLP113,3,,7,PVLP113,cb_intrinsic
SAD021_a,4,,6,SAD021_a,cb_intrinsic
SAD047,3,,7,SAD047,cb_intrinsic
SIP003_b,4,,6,SIP003_b,cb_intrinsic
SLP128,4,,6,SLP128,cb_intrinsic
SLP222,6,,4,SLP222,cb_intrinsic
SLP240_a,5,,5,SLP240_a,cb_intrinsic
SLP290,4,,6,SLP290,cb_intrinsic
SMP091,4,,6,SMP091,cb_intrinsic
SMP172,5,,5,SMP172,cb_intrinsic
SMP229,1,,9,SMP229,cb_intrinsic
SMP248b,2,,8,SMP248_c,cb_intrinsic
TRN_VP3a,4,sensory neuron,6,TRN_VP3a,cb_sensory
VES020,4,,6,VES020,cb_intrinsic
VP1l+_lvPN,1,,9,VP1l+_lvPN,cb_intrinsic
WED012,5,,5,WED012,cb_intrinsic
WED025,4,,6,WED025,cb_intrinsic
WED100,4,,6,WED100,cb_intrinsic
WED101,5,,5,WED101,cb_intrinsic
WED114,4,,6,WED114,cb_intrinsic
WED168,2,,8,WED168,cb_intrinsic
hDeltaM,2,,8,hDeltaM,cb_intrinsic
AOTU053,6,,3,AOTU053,cb_intrinsic
AOTU058,1,,8,AOTU058,cb_intrinsic
AOTU061,2,,7,AOTU061,cb_intrinsic
AVLP047,3,,6,AVLP047,cb_intrinsic
AVLP109,3,,6,AVLP109,cb_intrinsic
AVLP136,5,,4,AVLP136,cb_intrinsic
AVLP189_a,5,,4,AVLP189_a,cb_intrinsic
AVLP229,3,,6,AVLP229,cb_intrinsic
AVLP294,5,,4,AVLP294,cb_intrinsic
AVLP298,6,,3,AVLP298,cb_intrinsic
AVLP300_b,3,,6,AVLP300_b,cb_intrinsic
AVLP312b,5,,4,AVLP312,cb_intrinsic
AVLP465a,3,,6,AVLP465,cb_intrinsic
CB.FBTI1,1,,8,SAF,cb_intrinsic
CB0947,2,,7,CB0947,cb_intrinsic
CB0952,1,,8,LHPV3a3_b,cb_intrinsic
CB0982,5,sensory neuron,4,CB0982,cb_intrinsic
CB1013,1,,8,v2LN34D,cb_intrinsic
CB1024,1,,8,CB1024,cb_intrinsic
CB1032,2,,7,"SLP283,SLP284",cb_intrinsic
CB1048,1,,8,CB1048,cb_intrinsic
CB1076,1,,8,CB1076,cb_intrinsic
CB1100,2,,7,LHAV2h1,cb_intrinsic
CB1131,4,,5,CB1131,cb_intrinsic
CB1134,3,,6,LHPD4a2,cb_intrinsic
