cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass,category
DNge148,1,CNS neuron,2,DNge148,descending_neuron,isomorphic
DNp101,1,CNS neuron,2,DNp101,descending_neuron,isomorphic
DNp27,1,CNS neuron,2,DNp27,descending_neuron,isomorphic
DNp29,1,CNS neuron,2,DNp29,descending_neuron,isomorphic
DNp39,1,CNS neuron,2,DNp39,descending_neuron,isomorphic
DNp42,1,CNS neuron,2,DNp42,descending_neuron,isomorphic
DNp46,1,CNS neuron,2,DNp46,descending_neuron,isomorphic
DNp49,1,CNS neuron,2,DNp49,descending_neuron,isomorphic
DNp55,1,CNS neuron,2,DNp55,descending_neuron,isomorphic
DNp63,1,CNS neuron,2,DNp63,descending_neuron,isomorphic
DNp66,1,CNS neuron,2,DNp66,descending_neuron,isomorphic
DNp72,1,CNS neuron,2,DNp72,descending_neuron,isomorphic
DNpe005,1,CNS neuron,2,DNpe005,descending_neuron,isomorphic
DNpe013,1,,2,DNpe013,descending_neuron,isomorphic
DNpe022,1,CNS neuron,2,DNpe022,descending_neuron,isomorphic
DNpe025,1,CNS neuron,2,DNpe025,descending_neuron,isomorphic
DNpe027,1,CNS neuron,2,DNpe027,descending_neuron,isomorphic
DNpe028,1,CNS neuron,2,DNpe028,descending_neuron,isomorphic
DNpe030,1,CNS neuron,2,DNpe030,descending_neuron,isomorphic
DNpe033,1,CNS neuron,2,DNpe033,descending_neuron,isomorphic
DNpe036,1,CNS neuron,2,DNpe036,descending_neuron,isomorphic
DNpe039,1,CNS neuron,2,DNpe039,descending_neuron,isomorphic
DNpe049,1,CNS neuron,2,DNpe049,descending_neuron,isomorphic
DNpe053,1,CNS neuron,2,DNpe053,descending_neuron,isomorphic
DNpe055,1,CNS neuron,2,DNpe055,descending_neuron,isomorphic
DP1l_adPN,1,,2,DP1l_adPN,cb_intrinsic,isomorphic
DP1m_adPN,1,,2,DP1m_adPN,cb_intrinsic,isomorphic
DPM,1,,2,DPM,cb_intrinsic,isomorphic
ExR4,1,,2,ExR4,cb_intrinsic,isomorphic
FB4G,1,,2,FB4G,cb_intrinsic,isomorphic
FB5AA,1,,2,FB5AA,cb_intrinsic,isomorphic
FB5F,1,,2,FB5F,cb_intrinsic,isomorphic
FB5J,1,,2,FB5J,cb_intrinsic,isomorphic
FB6B,1,,2,FB6B,cb_intrinsic,isomorphic
FB6E,1,,2,FB6E,cb_intrinsic,isomorphic
FB6G,1,,2,FB6G,cb_intrinsic,isomorphic
FB6P,1,,2,FB6P,cb_intrinsic,isomorphic
FB6Y,1,,2,FB6Y,cb_intrinsic,isomorphic
FB7M,1,,2,FB7M,cb_intrinsic,isomorphic
IB005,1,,2,IB005,cb_intrinsic,isomorphic
IB016,1,,2,IB016,cb_intrinsic,isomorphic
IB044,1,,2,IB044,cb_intrinsic,isomorphic
IB047,1,,2,IB047,cb_intrinsic,isomorphic
IB059a,1,,2,IB059_b,cb_intrinsic,isomorphic
IB061,1,,2,IB061,cb_intrinsic,isomorphic
IB064,1,,2,IB064,cb_intrinsic,isomorphic
IB069,1,,2,IB069,cb_intrinsic,isomorphic
IB092,1,,2,IB092,cb_intrinsic,isomorphic
IB093,1,,2,IB093,cb_intrinsic,isomorphic
IB094,1,,2,IB094,cb_intrinsic,isomorphic
IB095,1,,2,IB095,cb_intrinsic,isomorphic
IB114,1,,2,IB114,cb_intrinsic,isomorphic
IB118,1,,2,IB118,cb_intrinsic,isomorphic
KCg-s2,1,,2,KCg-s2,cb_intrinsic,isomorphic
LAL002,1,,2,LAL002,cb_intrinsic,isomorphic
LAL007,1,,2,LAL007,cb_intrinsic,isomorphic
LAL009,1,,2,LAL009,cb_intrinsic,isomorphic
LAL010,1,,2,LAL010,cb_intrinsic,isomorphic
LAL011,1,,2,LAL011,cb_intrinsic,isomorphic
LAL014,1,,2,LAL014,cb_intrinsic,isomorphic
LAL017,1,,2,LAL017,cb_intrinsic,isomorphic
LAL024,1,,2,LAL024,cb_intrinsic,isomorphic
LAL030c,1,,2,LAL030_a,cb_intrinsic,isomorphic
LAL040,1,,2,LAL040,cb_intrinsic,isomorphic
LAL043b,1,,2,LAL043_e,cb_intrinsic,isomorphic
LAL045,1,,2,LAL045,cb_intrinsic,isomorphic
LAL046,1,,2,LAL046,cb_intrinsic,isomorphic
LAL049,1,,2,LAL049,cb_intrinsic,isomorphic
LAL051,1,,2,LAL051,cb_intrinsic,isomorphic
LAL054,1,,2,LAL054,cb_intrinsic,isomorphic
LAL055,1,,2,LAL055,cb_intrinsic,isomorphic
LAL073,1,,2,LAL073,cb_intrinsic,isomorphic
LAL075,1,,2,LAL075,cb_intrinsic,isomorphic
LAL081,1,,2,LAL081,cb_intrinsic,isomorphic
LAL082,1,,2,LAL082,cb_intrinsic,isomorphic
LAL099,1,,2,LAL099,cb_intrinsic,isomorphic
LAL102,1,,2,LAL102,cb_intrinsic,isomorphic
LAL115,1,,2,LAL115,cb_intrinsic,isomorphic
LAL119,1,,2,LAL119,cb_intrinsic,isomorphic
LAL124,1,,2,LAL124,cb_intrinsic,isomorphic
LAL129,1,,2,LAL129,cb_intrinsic,isomorphic
LAL132b,1,,2,LAL132_b,cb_intrinsic,isomorphic
LAL137,1,,2,LAL137,cb_intrinsic,isomorphic
LAL138,1,,2,LAL138,cb_intrinsic,isomorphic
LAL140,1,,2,LAL140,cb_intrinsic,isomorphic
LAL146,1,,2,LAL146,cb_intrinsic,isomorphic
LAL153,1,,2,LAL153,cb_intrinsic,isomorphic
LAL157,1,,2,LAL157,cb_intrinsic,isomorphic
LAL162,1,,2,LAL162,cb_intrinsic,isomorphic
LAL168b,1,,2,LAL168,cb_intrinsic,isomorphic
LAL169,1,,2,LAL169,cb_intrinsic,isomorphic
LAL170,1,,2,LAL170,cb_intrinsic,isomorphic
LAL183,1,,2,LAL183,cb_intrinsic,isomorphic
LAL190,1,,2,LAL190,cb_intrinsic,isomorphic
LAL193,1,,2,LAL193,cb_intrinsic,isomorphic
LAL195,1,,2,LAL195,cb_intrinsic,isomorphic
LAL197,1,,2,LAL197,cb_intrinsic,isomorphic
LAL198,1,,2,LAL198,cb_intrinsic,isomorphic
LAL200,1,,2,LAL200,cb_intrinsic,isomorphic
LHAD1a4c,2,,1,LHAD1a4_b,cb_intrinsic,isomorphic
LHAD1f2,1,,2,LHAD1f2,cb_intrinsic,isomorphic
LHAD1f4c,1,,2,LHAD1f4,cb_intrinsic,isomorphic
LHAD1h1,1,,2,LHAD1h1,cb_intrinsic,isomorphic
LHAD1k1,1,,2,LHAD1k1,cb_intrinsic,isomorphic
LHAD2d1,1,,2,LHAD2d1,cb_intrinsic,isomorphic
LHAD2e1,1,,2,LHAD2e1,cb_intrinsic,isomorphic
LHAV1b3,1,,2,LHAV1b3,cb_intrinsic,isomorphic
LHAV1e1,1,,2,LHAV1e1,cb_intrinsic,isomorphic
LHAV2d1,1,,2,LHAV2d1,cb_intrinsic,isomorphic
LHAV2g1b,1,,2,LHAV2g1,cb_intrinsic,isomorphic
LHAV2k10,1,,2,LHAV2k10,cb_intrinsic,isomorphic
LHAV2k6,1,,2,LHAV2k6,cb_intrinsic,isomorphic
LHAV2n1,1,,2,LHAV2n1,cb_intrinsic,isomorphic
LHAV3e3a,1,,2,LHAV3e3_a,cb_intrinsic,isomorphic
LHAV3f1,1,,2,LHAV3f1,cb_intrinsic,isomorphic
LHAV3h1,1,,2,LHAV3h1,cb_intrinsic,isomorphic
LHAV3i1,1,,2,LHAV3i1,cb_intrinsic,isomorphic
LHAV3k2,1,,2,LHAV3k2,cb_intrinsic,isomorphic
LHAV3k4,1,,2,LHAV3k4,cb_intrinsic,isomorphic
LHAV3k6,1,,2,LHAV3k6,cb_intrinsic,isomorphic
LHAV3p1,1,,2,LHAV3p1,cb_intrinsic,isomorphic
LHAV4a2,1,,2,LHAV4a2,cb_intrinsic,isomorphic
LHAV5a10_b,1,,2,LHAV5a10_b,cb_intrinsic,isomorphic
LHAV6b4,1,,2,LHAV6b4,cb_intrinsic,isomorphic
LHAV6e1,1,,2,LHAV6e1,cb_intrinsic,isomorphic
LHAV6g1,1,,2,LHAV6g1,cb_intrinsic,isomorphic
LHAV6h1,1,,2,LHAV6h1,cb_intrinsic,isomorphic
LHCENT1,1,,2,LHCENT1,cb_intrinsic,isomorphic
LHCENT12a,1,,2,LHCENT12_a,cb_intrinsic,isomorphic
LHCENT14,1,glia,2,LHCENT14,cb_intrinsic,isomorphic
LHCENT3,1,,2,LHCENT3,cb_intrinsic,isomorphic
LHCENT9,1,,2,LHCENT9,cb_intrinsic,isomorphic
LHMB1,1,,2,LHMB1,cb_intrinsic,isomorphic
LHPD2c1,1,,2,LHPD2c1,cb_intrinsic,isomorphic
LHPD3a2,1,,2,LHPD3a2_b,cb_intrinsic,isomorphic
LHPD4c1,1,,2,LHPD4c1,cb_intrinsic,isomorphic
LHPD5c1,1,,2,LHPD5c1,cb_intrinsic,isomorphic
LHPV10a1a,1,,2,LHPV10a1a,cb_intrinsic,isomorphic
LHPV10a1b,1,,2,LHPV10a1b,cb_intrinsic,isomorphic
LHPV10c1,1,,2,LHPV10c1,cb_intrinsic,isomorphic
LHPV2h1,1,,2,LHPV2h1,cb_intrinsic,isomorphic
LHPV2i2b,1,,2,LHPV2i2_b,cb_intrinsic,isomorphic
LHPV4b9,1,,2,LHPV4b9,cb_intrinsic,isomorphic
LHPV4e1,1,,2,LHPV4e1,cb_intrinsic,isomorphic
LHPV4h3,1,,2,LHPV4h3,cb_intrinsic,isomorphic
LHPV4l1,1,,2,LHPV4l1,cb_intrinsic,isomorphic
LHPV5a5,2,,1,LHPV5a5,cb_intrinsic,isomorphic
LHPV5e1,1,,2,LHPV5e1,cb_intrinsic,isomorphic
LHPV5l1,1,,2,LHPV5l1,cb_intrinsic,isomorphic
LHPV6j1,1,,2,LHPV6j1,cb_intrinsic,isomorphic
LHPV6o1,1,,2,LHPV6o1,cb_intrinsic,isomorphic
LHPV6q1,1,,2,LHPV6q1,cb_intrinsic,isomorphic
LHPV7a1b,1,,2,LHPV7a1,cb_intrinsic,isomorphic
LHPV9b1,1,,2,LHPV9b1,cb_intrinsic,isomorphic
LPT04_HST,1,,2,HST,visual_projection,isomorphic
LPT21,1,,2,LPT21,visual_projection,isomorphic
LPT27,1,,2,LPT27,visual_projection,isomorphic
LPT28,1,,2,LPT28,visual_projection,isomorphic
LPT29,1,,2,LPT29,visual_projection,isomorphic
LPT45_dCal1,1,,2,dCal1,ol_intrinsic,isomorphic
LPT48_vCal3,1,,2,vCal3,visual_projection,isomorphic
LPT58,1,,2,V1,visual_centrifugal,isomorphic
LPsP,1,,2,LPsP,cb_intrinsic,isomorphic
LT11,1,,2,LT11,visual_projection,isomorphic
LT1c,1,,2,LT1c,visual_projection,isomorphic
LT36,1,,2,LT36,visual_centrifugal,isomorphic
LT37,1,,2,LT37,visual_centrifugal,isomorphic
LT54,1,,2,LT54,ol_intrinsic,isomorphic
LT59,1,,2,LT59,visual_projection,isomorphic
LT61b,1,,2,LT61b,visual_projection,isomorphic
LT62,1,,2,LT62,visual_projection,isomorphic
LT67,1,,2,LT67,visual_projection,isomorphic
LT72,1,,2,LT72,visual_projection,isomorphic
LT76,1,,2,LT76,visual_projection,isomorphic
LT83,1,,2,LT83,visual_projection,isomorphic
LT85,1,,2,LT85,visual_projection,isomorphic
LT86,1,,2,LT86,visual_projection,isomorphic
LT87,1,,2,LT87,visual_projection,isomorphic
LTe04,1,,2,LoVP41,visual_projection,isomorphic
LTe05,1,,2,LoVP35,visual_projection,isomorphic
LTe07,1,,2,LoVP30,visual_projection,isomorphic
LTe08,1,,2,LoVP106,visual_projection,isomorphic
LTe10,1,,2,LoVP69,visual_projection,isomorphic
LTe14,1,,2,LoVP103,visual_projection,isomorphic
LTe22,1,,2,LoVP46,visual_projection,isomorphic
LTe23,1,,2,LoVP73,visual_projection,isomorphic
LTe27,1,,2,LoVP29,visual_projection,isomorphic
LTe28,1,,2,LoVP34,visual_projection,isomorphic
LTe30,1,,2,LoVP72,visual_projection,isomorphic
LTe31,1,,2,LoVP48,visual_projection,isomorphic
LTe36,1,,2,LoVP68,visual_projection,isomorphic
LTe40,1,,2,LoVP70,visual_projection,isomorphic
LTe41,1,,2,LoVP51,visual_projection,isomorphic
LTe44,1,,2,AOTU045,visual_projection,isomorphic
LTe70,1,,2,LoVP64,visual_projection,isomorphic
LTe72,1,,2,LoVP65,visual_projection,isomorphic
LTe74,1,,2,LoVP67,visual_projection,isomorphic
LTe76,1,,2,LoVP88,visual_projection,isomorphic
Li23,1,,2,Li36,ol_intrinsic,isomorphic
Li30,1,,2,Li33,ol_intrinsic,isomorphic
Li33,1,,2,Li39,ol_intrinsic,isomorphic
MBON01,1,,2,MBON01,cb_intrinsic,isomorphic
MBON03,1,,2,MBON03,cb_intrinsic,isomorphic
MBON05,1,CNS neuron,2,MBON05,cb_intrinsic,isomorphic
MBON11,1,,2,MBON11,cb_intrinsic,isomorphic
MBON17,1,,2,MBON17,cb_intrinsic,isomorphic
MBON20,1,,2,MBON20,cb_intrinsic,isomorphic
MBON24,1,,2,MBON24,cb_intrinsic,isomorphic
MBON26,1,,2,MBON26,cb_intrinsic,isomorphic
MBON29,1,,2,MBON29,cb_intrinsic,isomorphic
MBON32,1,glia,2,MBON32,cb_intrinsic,isomorphic
MTe19,2,,1,MeVP57,visual_projection,isomorphic
MTe22,1,,2,MeVP30,visual_projection,isomorphic
MTe25,1,,2,MeVP32,visual_projection,isomorphic
MTe31,1,,2,MeVP48,visual_projection,isomorphic
MTe36,1,,2,MeVP61,visual_projection,isomorphic
MTe40,1,,2,MeVP43,visual_projection,isomorphic
MTe41,1,,2,MeVP53,visual_projection,isomorphic
MTe42,1,,2,MeVP26,visual_projection,isomorphic
MTe43,1,,2,MeVP51,visual_projection,isomorphic
MTe45,1,,2,MeVP38,visual_projection,isomorphic
MTe49,1,,2,MeVP27,visual_projection,isomorphic
M_adPNm3,1,,2,M_adPNm3,cb_intrinsic,isomorphic
M_l2PNl22,1,,2,M_l2PNl22,cb_intrinsic,isomorphic
M_l2PNl23,1,,2,M_l2PNl23,cb_intrinsic,isomorphic
M_l2PNm17,1,,2,M_l2PNm17,cb_intrinsic,isomorphic
M_lPNm11B,1,,2,M_lPNm11B,cb_intrinsic,isomorphic
M_lvPNm31,1,,2,M_lvPNm31,cb_intrinsic,isomorphic
M_smPN6t2,1,,2,M_smPN6t2,cb_intrinsic,isomorphic
M_spPN5t10,1,,2,M_spPN5t10,cb_intrinsic,isomorphic
M_vPNml54,1,,2,M_vPNml54,cb_intrinsic,isomorphic
MeMe_e12,1,,2,MeVPMe13,ol_intrinsic,isomorphic
MsAHN,1,,2,AN27X008,ascending_neuron,isomorphic
MtAHN,1,,2,AN27X004,ascending_neuron,isomorphic
NPFL1-I,1,,2,NPFL1-I,cb_intrinsic,isomorphic
OA-ASM2,1,,2,OA-ASM2,cb_intrinsic,isomorphic
OCG01d,1,,2,OCG01d,visual_projection,isomorphic
OCG02a,1,sensory neuron,2,OCG03,visual_projection,isomorphic
PAL03,1,,2,PAL03,cb_intrinsic,isomorphic
PLP004,1,,2,PLP004,cb_intrinsic,isomorphic
PLP006,1,,2,PLP006,cb_intrinsic,isomorphic
PLP007,1,,2,PLP007,cb_intrinsic,isomorphic
PLP008,1,,2,PLP008,cb_intrinsic,isomorphic
PLP016,1,,2,PLP016,cb_intrinsic,isomorphic
PLP019,1,,2,PLP019,cb_intrinsic,isomorphic
PLP020,1,,2,PLP020,cb_intrinsic,isomorphic
PLP029,1,,2,PLP029,cb_intrinsic,isomorphic
PLP034,1,,2,PLP034,cb_intrinsic,isomorphic
PLP035,1,,2,PLP035,cb_intrinsic,isomorphic
PLP058,1,,2,PLP058,cb_intrinsic,isomorphic
PLP067a,1,,2,PLP067,cb_intrinsic,isomorphic
PLP068,1,,2,LoVP105,cb_intrinsic,isomorphic
PLP078,1,,2,PLP078,cb_intrinsic,isomorphic
PLP092,1,,2,PLP092,cb_intrinsic,isomorphic
PLP096,1,,2,PLP096,cb_intrinsic,isomorphic
PLP116,1,,2,PLP116,cb_intrinsic,isomorphic
PLP119,1,,2,PLP119,cb_intrinsic,isomorphic
PLP122,1,,2,PLP122_a,cb_intrinsic,isomorphic
PLP130,1,,2,PLP130,cb_intrinsic,isomorphic
PLP148,1,,2,PLP148,cb_intrinsic,isomorphic
PLP171,1,,2,PLP171,cb_intrinsic,isomorphic
PLP175,1,,2,PLP175,cb_intrinsic,isomorphic
PLP197,1,,2,PLP197,cb_intrinsic,isomorphic
PLP211,1,,2,PLP211,cb_intrinsic,isomorphic
PLP214,1,,2,PLP214,cb_intrinsic,isomorphic
PLP221,1,,2,PLP221,cb_intrinsic,isomorphic
PLP229,1,,2,PLP229,cb_intrinsic,isomorphic
PLP230,1,,2,PLP230,cb_intrinsic,isomorphic
PLP239,1,,2,PLP239,cb_intrinsic,isomorphic
PLP243,1,,2,PLP243,cb_intrinsic,isomorphic
PLP248,1,,2,PLP248,cb_intrinsic,isomorphic
PLP249,1,,2,PLP249,cb_intrinsic,isomorphic
PLP250,1,,2,PLP250,cb_intrinsic,isomorphic
PLP251,1,,2,LoVP97,cb_intrinsic,isomorphic
PPL106,1,,2,PPL106,cb_intrinsic,isomorphic
PPL107,1,,2,PPL107,cb_intrinsic,isomorphic
PPL201,1,,2,PPL201,cb_intrinsic,isomorphic
PPL203,1,,2,PPL203,cb_intrinsic,isomorphic
PS010,1,,2,PS010,cb_intrinsic,isomorphic
PS013,1,,2,PS013,cb_intrinsic,isomorphic
PS020,1,,2,PS020,cb_intrinsic,isomorphic
PS030,1,,2,PS030,cb_intrinsic,isomorphic
PS041,1,,2,PS041,cb_intrinsic,isomorphic
PS046,1,,2,PS046,cb_intrinsic,isomorphic
PS047a,1,,2,PS047_a,cb_intrinsic,isomorphic
PS048b,1,,2,PS048_a,cb_intrinsic,isomorphic
PS050,1,,2,PS050,cb_intrinsic,isomorphic
PS051,1,,2,PS051,cb_intrinsic,isomorphic
PS057,1,,2,PS057,cb_intrinsic,isomorphic
PS058,1,,2,PS058,cb_intrinsic,isomorphic
PS062,1,,2,PS062,cb_intrinsic,isomorphic
PS068,1,,2,PS068,cb_intrinsic,isomorphic
PS080,1,,2,PS080,cb_intrinsic,isomorphic
PS086,1,,2,PS085,cb_intrinsic,isomorphic
PS090a,1,,2,PS090,cb_intrinsic,isomorphic
PS090b,1,,2,PS090,cb_intrinsic,isomorphic
PS091,1,,2,PS091,cb_intrinsic,isomorphic
PS094b,1,,2,PS094,cb_intrinsic,isomorphic
PS099a,1,,2,PS099_b,cb_intrinsic,isomorphic
PS099b,1,,2,PS099_a,cb_intrinsic,isomorphic
PS116,1,,2,PS116,cb_intrinsic,isomorphic
PS117b,1,,2,PS117_b,cb_intrinsic,isomorphic
PS124,1,,2,PS124,cb_intrinsic,isomorphic
PS157,1,,2,PS157,cb_intrinsic,isomorphic
PS158,1,,2,PS158,cb_intrinsic,isomorphic
PS160,1,,2,PS160,cb_intrinsic,isomorphic
PS170,1,,2,PS170,cb_intrinsic,isomorphic
PS171,1,,2,PS171,cb_intrinsic,isomorphic
PS175,1,,2,PS175,cb_intrinsic,isomorphic
PS178,1,,2,PS178,cb_intrinsic,isomorphic
PS183,1,,2,PS183,cb_intrinsic,isomorphic
PS185a,1,,2,PS185,cb_intrinsic,isomorphic
PS185b,1,,2,PS201,cb_intrinsic,isomorphic
PS200,1,,2,PS200,cb_intrinsic,isomorphic
PS224,1,,2,PS224,cb_intrinsic,isomorphic
PS231,1,,2,PS231,cb_intrinsic,isomorphic
PS232,1,,2,PS232,cb_intrinsic,isomorphic
PS248,1,,2,PS248,cb_intrinsic,isomorphic
PS249,1,,2,PS249,cb_intrinsic,isomorphic
PS253,1,,2,PS253,cb_intrinsic,isomorphic
PS265,1,,2,PS265,cb_intrinsic,isomorphic
PS274,1,,2,PS274,cb_intrinsic,isomorphic
PS300,1,,2,PS300,cb_intrinsic,isomorphic
PV7c11,1,,2,LPN_b,cb_intrinsic,isomorphic
PVLP010,1,,2,PVLP010,cb_intrinsic,isomorphic
PVLP011,1,,2,PVLP011,cb_intrinsic,isomorphic
PVLP016,1,,2,PVLP016,cb_intrinsic,isomorphic
PVLP019,1,,2,PVLP019,cb_intrinsic,isomorphic
PVLP030,1,,2,PVLP030,cb_intrinsic,isomorphic
PVLP062,1,,2,PVLP062,cb_intrinsic,isomorphic
PVLP076,1,,2,PVLP076,cb_intrinsic,isomorphic
PVLP082a,2,,1,PVLP082,cb_intrinsic,isomorphic
PVLP084,1,,2,PVLP084,cb_intrinsic,isomorphic
PVLP093,1,,2,PVLP093,cb_intrinsic,isomorphic
PVLP101a,1,,2,PVLP101,cb_intrinsic,isomorphic
PVLP107,1,,2,PVLP107,cb_intrinsic,isomorphic
PVLP115,1,,2,PVLP115,cb_intrinsic,isomorphic
PVLP122a,1,,2,PVLP122,cb_intrinsic,isomorphic
PVLP137,1,,2,PVLP137,cb_intrinsic,isomorphic
PVLP143,1,,2,PVLP143,cb_intrinsic,isomorphic
PVLP150,1,,2,PVLP150,cb_intrinsic,isomorphic
SAD036,1,,2,SAD036,cb_intrinsic,isomorphic
SAD043,1,,2,SAD043,cb_intrinsic,isomorphic
SAD070,1,,2,SAD070,cb_intrinsic,isomorphic
SAD072,1,,2,SAD072,cb_intrinsic,isomorphic
SIP006,1,,2,SIP006,cb_intrinsic,isomorphic
SIP018,1,,2,SIP018,cb_intrinsic,isomorphic
SIP022,1,,2,SIP022,cb_intrinsic,isomorphic
SIP031,1,,2,SIP031,cb_intrinsic,isomorphic
SIP052,1,,2,SIP052,cb_intrinsic,isomorphic
SIP065,1,,2,SIP065,cb_intrinsic,isomorphic
SIP087,1,,2,SIP087,cb_intrinsic,isomorphic
SLP001,1,,2,SLP001,cb_intrinsic,isomorphic
SLP030,1,,2,SLP030,cb_intrinsic,isomorphic
SLP032,1,,2,SLP032,cb_intrinsic,isomorphic
SLP034,1,,2,SLP034,cb_intrinsic,isomorphic
SLP047,1,,2,SLP047,cb_intrinsic,isomorphic
SLP056,1,,2,SLP056,cb_intrinsic,isomorphic
SLP057,1,,2,SLP057,cb_intrinsic,isomorphic
SLP059,1,,2,SLP059,cb_intrinsic,isomorphic
SLP064,1,,2,SLP064,cb_intrinsic,isomorphic
SLP068,1,,2,SLP068,cb_intrinsic,isomorphic
SLP070,1,,2,SLP070,cb_intrinsic,isomorphic
SLP073,1,,2,SLP073,cb_intrinsic,isomorphic
SLP077,1,,2,SLP077,cb_intrinsic,isomorphic
SLP079,1,,2,SLP079,cb_intrinsic,isomorphic
SLP083,1,,2,SLP083,cb_intrinsic,isomorphic
SLP120,1,,2,SLP120,cb_intrinsic,isomorphic
SLP126,1,,2,SLP126,cb_intrinsic,isomorphic
SLP170,1,,2,SLP170,cb_intrinsic,isomorphic
SLP184,1,,2,SLP184,cb_intrinsic,isomorphic
SLP206,1,,2,SLP206,cb_intrinsic,isomorphic
SLP207,1,,2,SLP207,cb_intrinsic,isomorphic
SLP208,1,,2,SLP208,cb_intrinsic,isomorphic
SLP211,1,,2,SLP211,cb_intrinsic,isomorphic
SLP212a,1,,2,SLP212_a,cb_intrinsic,isomorphic
SLP230,1,,2,SLP230,cb_intrinsic,isomorphic
SLP234,1,,2,SLP234,cb_intrinsic,isomorphic
SLP238,1,,2,SLP238,cb_intrinsic,isomorphic
SLP247,1,,2,SLP247,cb_intrinsic,isomorphic
SLP255,1,,2,SLP255,cb_intrinsic,isomorphic
SLP265b,1,,2,SMP215,cb_intrinsic,isomorphic
SLP269,1,,2,SLP269,cb_intrinsic,isomorphic
SLP273,1,,2,SLP273,cb_intrinsic,isomorphic
SLP279,1,,2,SLP279,cb_intrinsic,isomorphic
SLP298,1,,2,SLP298,cb_intrinsic,isomorphic
SLP307,2,,1,SLP307,cb_intrinsic,isomorphic
SLP308a,1,,2,SLP308,cb_intrinsic,isomorphic
SLP313,1,,2,SLP313,cb_intrinsic,isomorphic
SLP319,1,,2,SLP319,cb_intrinsic,isomorphic
SLP340,1,,2,SLP340,cb_intrinsic,isomorphic
SLP355,1,,2,SLP355,cb_intrinsic,isomorphic
SLP358,1,,2,SLP358,cb_intrinsic,isomorphic
SLP363,1,,2,SLP363,cb_intrinsic,isomorphic
SLP365,1,,2,SLP365,cb_intrinsic,isomorphic
SLP366,1,,2,SLP366,cb_intrinsic,isomorphic
SLP373,1,,2,SLP373,cb_intrinsic,isomorphic
SLP374,1,,2,SLP374,cb_intrinsic,isomorphic
SLP378,1,,2,SLP378,cb_intrinsic,isomorphic
SLP386,1,,2,SLP386,cb_intrinsic,isomorphic
SLP392,1,,2,SLP392,cb_intrinsic,isomorphic
SLP393,1,,2,SLP393,cb_intrinsic,isomorphic
SLP395,1,,2,SLP395,cb_intrinsic,isomorphic
SLP397,1,,2,SLP397,cb_intrinsic,isomorphic
SLP411,1,,2,SLP411,cb_intrinsic,isomorphic
SLP435,1,,2,SLP435,cb_intrinsic,isomorphic
SLP451a,1,,2,SLP451,cb_intrinsic,isomorphic
SLP451b,1,,2,SLP451,cb_intrinsic,isomorphic
SLP455,1,,2,SLP455,cb_intrinsic,isomorphic
SLP462,1,,2,SLP462,cb_intrinsic,isomorphic
SLP465b,1,,2,SLP465,cb_intrinsic,isomorphic
SLPpm3_P01,1,,2,LHPD5b1,cb_intrinsic,isomorphic
SLPpm3_P04,1,,2,SMP548,cb_intrinsic,isomorphic
SMP001,1,,2,SMP001,cb_intrinsic,isomorphic
SMP010,1,,2,SMP010,cb_intrinsic,isomorphic
SMP014,1,,2,SMP014,cb_intrinsic,isomorphic
SMP022a,1,,2,SMP022,cb_intrinsic,isomorphic
SMP025c,1,,2,SIP007,cb_intrinsic,isomorphic
SMP033,1,,2,SMP033,cb_intrinsic,isomorphic
SMP036,1,,2,SMP036,cb_intrinsic,isomorphic
SMP038,1,,2,SMP038,cb_intrinsic,isomorphic
SMP040,1,,2,SMP040,cb_intrinsic,isomorphic
SMP045,1,,2,SMP045,cb_intrinsic,isomorphic
SMP046,1,,2,SMP046,cb_intrinsic,isomorphic
SMP050,1,,2,SMP050,cb_intrinsic,isomorphic
SMP053,1,,2,SMP154,cb_intrinsic,isomorphic
SMP119,1,,2,SMP119,cb_intrinsic,isomorphic
SMP146,1,,2,SMP146,cb_intrinsic,isomorphic
SMP147,1,,2,SMP147,cb_intrinsic,isomorphic
SMP153a,1,,2,SMP153_a,cb_intrinsic,isomorphic
SMP161,1,,2,SMP161,cb_intrinsic,isomorphic
SMP163,1,,2,SMP163,cb_intrinsic,isomorphic
SMP168,1,,2,SMP168,cb_intrinsic,isomorphic
SMP179,1,,2,SMP179,cb_intrinsic,isomorphic
SMP181,1,,2,SMP181,cb_intrinsic,isomorphic
SMP182,1,,2,SMP182,cb_intrinsic,isomorphic
SMP183,1,,2,SMP183,cb_intrinsic,isomorphic
SMP186,1,,2,SMP186,cb_intrinsic,isomorphic
SMP187,1,,2,SMP187,cb_intrinsic,isomorphic
SMP188,1,,2,SMP188,cb_intrinsic,isomorphic
SMP192,1,,2,SMP192,cb_intrinsic,isomorphic
SMP199,1,,2,SMP199,cb_intrinsic,isomorphic
SMP201,1,,2,SMP201,cb_intrinsic,isomorphic
SMP202,1,,2,SMP202,cb_intrinsic,isomorphic
SMP234,1,,2,SMP234,cb_intrinsic,isomorphic
SMP237,1,,2,SMP237,cb_intrinsic,isomorphic
SMP240,1,,2,SMP240,cb_intrinsic,isomorphic
SMP249,1,,2,SMP249,cb_intrinsic,isomorphic
SMP250,1,,2,SMP250,cb_intrinsic,isomorphic
SMP252,1,,2,SMP252,cb_intrinsic,isomorphic
SMP253,1,,2,SMP253,cb_intrinsic,isomorphic
