cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
AVLP478,0,,2,AVLP478,cb_intrinsic
AVLP487,0,,2,AVLP487,cb_intrinsic
AVLP507,0,,2,AVLP507,cb_intrinsic
AVLP509,0,,2,AVLP509,cb_intrinsic
AVLP520,0,,2,AVLP520,cb_intrinsic
AVLP537,0,,2,AVLP537,cb_intrinsic
AVLP538,0,,2,AVLP538,cb_intrinsic
AVLP543,0,,2,AVLP543,cb_intrinsic
AVLP547a,0,,2,AVLP545,cb_intrinsic
AVLP572,0,,2,AVLP572,cb_intrinsic
AVLP575,0,,2,AVLP575,cb_intrinsic
AVLP590,0,,2,AVLP590,cb_intrinsic
AstA1,0,,2,AstA1,cb_intrinsic
BiT,0,,2,BiT,cb_intrinsic
"CB.FB2E3,CB.FB2E4",0,,2,FB2H_b,cb_intrinsic
CB.FB2G0,0,,2,FB1G,cb_intrinsic
"CB.FB3,4A0",0,,2,FB4N,cb_intrinsic
"CB.FB3,4A1",0,,2,FB4X,cb_intrinsic
"CB.FB3,4I4",0,,2,FB4H,cb_intrinsic
"CB.FB3,4I5",0,,2,FB4C,cb_intrinsic
"CB.FB3,4I8",0,,2,FB4B,cb_intrinsic
CB.FB5F0,0,,2,FB5H,cb_intrinsic
CB.FB5G0,0,,2,FB5AB,cb_intrinsic
CB.FB6E0,0,,2,FB6F,cb_intrinsic
CB.FB6E1,0,,2,FB6Z,cb_intrinsic
CB.FB6E2,0,,2,FB6H,cb_intrinsic
CB.FB6I1,0,,2,FB6O,cb_intrinsic
CB.FB8C3,0,,2,FB8D,cb_intrinsic
CB.FBTF0,0,,2,FB1H,cb_intrinsic
CB0008,0,,2,GNG175,cb_intrinsic
CB0013,0,,2,GNG127,cb_intrinsic
CB0015,0,,2,PRW074,cb_intrinsic
CB0019,0,,2,GNG591,cb_intrinsic
CB0022,0,,2,GNG088,cb_intrinsic
CB0024,0,,2,CB0024,cb_intrinsic
CB0026,0,,2,PRW073,cb_intrinsic
CB0030,0,,2,GNG590,cb_intrinsic
CB0032,0,,2,PRW072,cb_intrinsic
CB0034,0,,2,GNG161,cb_intrinsic
CB0060,0,,2,GNG101,cb_intrinsic
CB0062,0,,2,GNG229,cb_intrinsic
CB0071,0,,2,PRW071,cb_intrinsic
CB0074,0,,2,PRW070,cb_intrinsic
CB0078,0,,2,PRW069,cb_intrinsic
CB0083,0,,2,GNG284,cb_intrinsic
CB0084,0,,2,CB0084,cb_intrinsic
CB0090,0,,2,CB0090,cb_intrinsic
CB0091,0,,2,GNG126,cb_intrinsic
CB0095,0,,2,GNG577,cb_intrinsic
CB0099,0,,2,GNG152,cb_intrinsic
CB0103,0,,2,CB0103,cb_intrinsic
CB0104,0,,2,SAD107,cb_intrinsic
CB0126a,0,,2,GNG418,cb_intrinsic
CB0126b,0,,2,GNG417,cb_intrinsic
CB0137,0,,2,GNG135,cb_intrinsic
CB0138,0,,2,GNG070,cb_intrinsic
CB0140,0,,2,CB0140,cb_intrinsic
CB0142,0,,2,CB0142,cb_intrinsic
CB0155,0,,2,GNG567,cb_intrinsic
CB0159,0,,2,GNG016,cb_intrinsic
CB0166,0,,2,GNG564,cb_intrinsic
CB0168,0,,2,GNG631,cb_intrinsic
CB0172,0,,2,GNG562,cb_intrinsic
CB0174,0,,2,GNG561,cb_intrinsic
CB0182,0,,2,GNG559,cb_intrinsic
CB0183,0,,2,GNG078,cb_intrinsic
CB0191,0,,2,GNG316,cb_intrinsic
CB0197,0,,2,CB0197,cb_intrinsic
CB0204,0,,2,CB0204,cb_intrinsic
CB0208,0,,2,GNG155,cb_intrinsic
CB0214,0,,2,CB0214,cb_intrinsic
CB0217,0,,2,GNG051,cb_intrinsic
CB0221,0,,2,CB0221,cb_intrinsic
CB0229,0,,2,GNG251,cb_intrinsic
CB0238,0,,2,GNG544,cb_intrinsic
CB0241,0,,2,GNG203,cb_intrinsic
CB0242,0,,2,SLP341_b,cb_intrinsic
CB0244,0,,2,CB0244,cb_intrinsic
CB0245,0,,2,AVLP221,cb_intrinsic
CB0266,0,,2,CB0266,cb_intrinsic
CB0268,0,,2,PS321,cb_intrinsic
CB0283,0,,2,VES104,cb_intrinsic
CB0296,0,,2,GNG094,cb_intrinsic
CB0309,0,,2,PS355,cb_intrinsic
CB0311,0,,2,LHPD3a2_b,cb_intrinsic
"CB0314,CB1250",0,,2,,cb_intrinsic
CB0316,0,,2,CB0316,cb_intrinsic
CB0323,0,,2,PRW064,cb_intrinsic
CB0324,0,,2,CB0324,cb_intrinsic
CB0335,0,,2,CL353,cb_intrinsic
CB0337,0,,2,GNG534,cb_intrinsic
CB0341,0,,2,GNG313,cb_intrinsic
CB0344,0,,2,WED203,cb_intrinsic
CB0346,0,,2,CB0346,cb_intrinsic
CB0349,0,,2,GNG533,cb_intrinsic
CB0359,0,,2,AOTU016_a,cb_intrinsic
CB0362,0,,2,GNG532,cb_intrinsic
CB0363,0,,2,GNG264,cb_intrinsic
CB0366,0,,2,GNG197,cb_intrinsic
CB0368,0,,2,PS313,cb_intrinsic
CB0373,0,,2,CB0373,cb_intrinsic
CB0386,0,,2,CB0386,cb_intrinsic
CB0402,0,,2,GNG529,cb_intrinsic
CB0405,0,,2,CB0405,cb_intrinsic
CB0410,0,,2,GNG526,cb_intrinsic
CB0415,0,,2,GNG100,cb_intrinsic
CB0417,0,,2,GNG066,cb_intrinsic
CB0422,0,,2,GNG219,cb_intrinsic
CB0424,0,,2,PLP258,cb_intrinsic
CB0429,0,,2,CB0429,descending_neuron
CB0431,0,,2,CB0431,cb_intrinsic
CB0437,0,,2,GNG217,cb_intrinsic
CB0440,0,,2,CB0440,cb_intrinsic
CB0443,0,,2,GNG301,cb_intrinsic
CB0444,0,,2,GNG195,cb_intrinsic
CB0449,0,,2,GNG139,cb_intrinsic
CB0451,0,,2,AMMC008,cb_intrinsic
CB0458,0,,2,GNG519,cb_intrinsic
CB0478,0,,2,AMMC013,cb_intrinsic
CB0492,0,,2,CB0492,cb_intrinsic
CB0495,0,,2,WED195,cb_intrinsic
CB0499,0,,2,GNG132,cb_intrinsic
CB0501,0,,2,GNG228,cb_intrinsic
CB0507,0,,2,GNG513,cb_intrinsic
CB0512,0,,2,GNG176,cb_intrinsic
CB0529,0,,2,VES089,cb_intrinsic
CB0541,0,,2,GNG202,cb_intrinsic
CB0543,0,,2,VES106,cb_intrinsic
CB0550,0,,2,SLP469,cb_intrinsic
CB0553,0,,2,GNG108,cb_intrinsic
CB0555,0,,2,PRW056,cb_intrinsic
CB0556,0,,2,GNG502,cb_intrinsic
CB0559,0,,2,PRW055,cb_intrinsic
CB0563,0,,2,CL367,cb_intrinsic
CB0568,0,,2,GNG107,cb_intrinsic
CB0573,0,,2,GNG043,cb_intrinsic
CB0574,0,,2,GNG106,cb_intrinsic
CB0579,0,,2,PRW054,cb_intrinsic
CB0580,0,,2,CL366,cb_intrinsic
CB0583,0,,2,GNG022,cb_intrinsic
CB0584,0,,2,VES092,cb_intrinsic
CB0586,0,,2,GNG629,cb_intrinsic
CB0587,0,,2,GNG014,cb_intrinsic
CB0588,0,,2,GNG060,cb_intrinsic
CB0593,0,,2,VES088,cb_intrinsic
CB0604,0,,2,GNG204,cb_intrinsic
CB0611,0,,2,GNG222,cb_intrinsic
CB0623,0,,2,AVLP610,cb_intrinsic
CB0629,0,,2,CB0629,cb_intrinsic
CB0630,0,,2,CB0630,cb_intrinsic
CB0637,0,,2,PS305,cb_intrinsic
CB0644,0,,2,PS314,cb_intrinsic
CB0645,0,,2,CB0645,cb_intrinsic
CB0651,0,,2,PS310,cb_intrinsic
CB0653,0,,2,GNG639,cb_intrinsic
CB0658,0,,2,CL368,cb_intrinsic
CB0665,0,,2,GNG486,cb_intrinsic
CB0670,0,,2,CB0670,cb_intrinsic
CB0677,0,,2,CB0677,cb_intrinsic
CB0678,0,,2,GNG485,cb_intrinsic
CB0687,0,,2,PRW003,cb_intrinsic
CB0688,0,,2,LAL205,cb_intrinsic
CB0698,0,,2,GNG303,cb_intrinsic
CB0699,0,,2,FLA020,cb_intrinsic
CB0701,0,,2,MN9,cb_motor
CB0703,0,,2,MN3M,cb_motor
CB0706,0,,2,GNG653,cb_motor
CB0708,0,,2,MN11V,cb_motor
CB0715,0,,2,MNx04,cb_motor
CB0718,0,,2,VES085_a,cb_intrinsic
CB0724,0,,2,GNG479,cb_intrinsic
CB0727a,0,,2,GNG607,cb_intrinsic
CB0727b,0,,2,GNG608,cb_intrinsic
CB0727c,0,,2,GNG606,cb_intrinsic
CB0727d,0,,2,GNG605,cb_intrinsic
CB0728,0,,2,MN5,cb_motor
CB0736,0,,2,PRW053,cb_intrinsic
CB0737,0,,2,GNG018,cb_intrinsic
CB0756,0,,2,GNG040,cb_intrinsic
CB0759,0,,2,GNG227,cb_intrinsic
CB0769,0,,2,MNx05,cb_motor
CB0771,0,,2,GNG174,cb_intrinsic
CB0781,0,,2,GNG093,cb_intrinsic
CB0783,0,,2,MN2V,cb_motor
CB0789,0,,2,MN2Da,cb_motor
CB0792,0,,2,GNG109,cb_intrinsic
CB0812,0,,2,GNG097,cb_intrinsic
CB0817,0,,2,GNG027,cb_intrinsic
CB0831,0,,2,CvN7,cb_motor
CB0833,0,,2,GNG221,cb_intrinsic
CB0836,0,,2,MN13,cb_motor
CB0838,0,,2,CvN5,cb_motor
CB0842,0,,2,GNG214,cb_intrinsic
CB0847,0,,2,GNG069,cb_intrinsic
CB0848,0,,2,GNG463,cb_intrinsic
CB0850,0,,2,GNG462,cb_intrinsic
CB0851,0,,2,GNG028,cb_intrinsic
CB0858,0,,2,MN6,cb_motor
CB0861,0,,2,MN2Db,cb_motor
CB0862,0,,2,GNG015,cb_intrinsic
CB0863,0,,2,GNG023,cb_intrinsic
CB0869,0,,2,GNG460,cb_intrinsic
CB0870,0,,2,GNG083,cb_intrinsic
CB0871,0,,2,MN4b,cb_motor
CB0873,0,,2,GNG133,cb_motor
CB0877,0,,2,PRW048,cb_intrinsic
CB0883,0,,2,PRW047,cb_intrinsic
CB0885,0,,2,GNG050,cb_intrinsic
CB0886,0,,2,GNG649,cb_motor
CB0892,0,,2,GNG056,cb_intrinsic
CB0895,0,,2,GNG045,cb_intrinsic
CB0899,0,,2,CvN4,cb_motor
CB0902,0,,2,PRW046,cb_intrinsic
CB0903,0,,2,GNG095,cb_intrinsic
CB0904,0,,2,MNx02,cb_motor
CB0907,0,,2,PRW045,cb_intrinsic
CB0909,0,,2,GNG292,cb_intrinsic
CB0911,0,,2,MN8,cb_motor
CB0913,0,,2,GNG648,cb_motor
CB0916,0,,2,CvN6,cb_motor
CB0919,0,,2,GNG216,cb_intrinsic
CB0962b,0,,2,PS344,cb_intrinsic
"CB0966,CB3776",0,,2,,cb_intrinsic
CB0984,0,,2,VES102,cb_intrinsic
CB1005,0,,2,CB1005,cb_intrinsic
CB1009,0,,2,CB1009,cb_intrinsic
CB1038a,0,,2,AMMC024,cb_intrinsic
CB1038b,0,,2,AMMC038,cb_intrinsic
CB1097a,0,,2,GNG447,cb_intrinsic
CB1121,0,,2,GNG058,cb_intrinsic
CB1124,0,,2,CB1124,cb_intrinsic
CB1142,0,,2,CB1142,cb_intrinsic
CB1173,0,,2,LHPD2a6,cb_intrinsic
CB1184a,0,,2,LHAV3b2_c,cb_intrinsic
CB1184b,0,,2,LHAV3b2_c,cb_intrinsic
CB1194,0,,2,CB1194,cb_intrinsic
CB1231_a,0,,2,SAD114,cb_intrinsic
CB1231_b,0,,2,SAD111,cb_intrinsic
CB1266,0,,2,vLN24,cb_intrinsic
CB1299,0,,2,CB1299,cb_intrinsic
CB1309,0,,2,CB1309,cb_intrinsic
CB1312,0,,2,CB1312,cb_intrinsic
CB1319,0,,2,VES100,cb_intrinsic
CB1331a,0,,2,PS347_a,cb_intrinsic
CB1331b,0,,2,PS347_b,cb_intrinsic
CB1366,0,,2,GNG090,cb_intrinsic
"CB1369,CB3687",0,,2,,cb_intrinsic
CB1394_c,0,,2,SAD079,cb_intrinsic
CB1405,0,,2,CB1405,cb_intrinsic
CB1421,0,,2,CB1421,cb_intrinsic
CB1422a,0,,2,GNG420_b,cb_intrinsic
CB1450a,0,,2,GNG430_a,cb_intrinsic
CB1450b,0,,2,GNG430_b,cb_intrinsic
CB1461,0,,2,M_lvPNm32,cb_intrinsic
CB1522,0,,2,AVLP110_b,cb_intrinsic
CB1551,0,,2,CB1551,cb_intrinsic
CB1562,0,,2,CB1562,cb_intrinsic
CB1597a,0,,2,GNG270,cb_intrinsic
CB1603,0,,2,CB1603,cb_intrinsic
CB1614,0,,2,AVLP005,cb_intrinsic
CB1642,0,,2,CB1642,cb_intrinsic
CB1643,0,,2,PRW036,cb_intrinsic
CB1655,0,,2,CB1655,cb_intrinsic
CB1656a,0,,2,LHPV5a2,cb_intrinsic
CB1656b,0,,2,LHPV5a2,cb_intrinsic
CB1658,0,,2,SLP260,cb_intrinsic
CB1700,0,,2,SMP415_b,cb_intrinsic
"CB1703,CB3472",0,,2,GNG269,cb_intrinsic
"CB1716,CB1743",0,,2,,cb_intrinsic
CB1766,0,,2,PS042,cb_intrinsic
CB1793,0,,2,LHAV4g13,cb_intrinsic
CB1797,0,,2,LHAV4g14,cb_intrinsic
CB1854,0,,2,PS033_b,cb_intrinsic
CB1857,0,,2,CRE089,cb_intrinsic
CB1891b,0,,2,CB1891b,cb_intrinsic
CB1925a,0,,2,PRW034,cb_intrinsic
CB1925b,0,,2,PRW033,cb_intrinsic
CB1927,0,,2,CB1927,cb_intrinsic
CB1929a,0,,2,LHPD3a5,cb_intrinsic
CB1931,0,,2,CB1931,cb_intrinsic
CB1946,0,,2,CB1946,cb_intrinsic
CB1977,0,,2,CB1977,cb_intrinsic
CB1992,0,,2,LHAV2e4_b,cb_intrinsic
CB2017,0,,2,PRW032,cb_intrinsic
CB2026,0,,2,CB2026,cb_intrinsic
CB2038,0,,2,CB2038,cb_intrinsic
CB2041,0,,2,CB2041,cb_intrinsic
CB2060,0,,2,LHPV4b7,cb_intrinsic
CB2072,0,,2,WED055_a,cb_intrinsic
CB2094a,0,,2,IB083,cb_intrinsic
CB2099,0,,2,AVLP400,cb_intrinsic
CB2111,0,,2,CB2111,cb_intrinsic
CB2113,0,,2,CB2113,cb_intrinsic
CB2140,0,,2,AVLP062,cb_intrinsic
CB2161,0,,2,M_lvPNm30,cb_intrinsic
CB2181,0,,2,AVLP341,cb_intrinsic
CB2182,0,,2,CB2182,cb_intrinsic
CB2187a,0,,2,CB1287_b,cb_intrinsic
CB2187b,0,,2,CB1287_b,cb_intrinsic
CB2187c,0,,2,CB1287_c,cb_intrinsic
CB2189,0,,2,CB2189,cb_intrinsic
CB2254,0,,2,AVLP203_b,cb_intrinsic
CB2263,0,,2,PS281,cb_intrinsic
CB2265a,0,,2,VES093_a,cb_intrinsic
CB2281,0,,2,CB2281,cb_intrinsic
CB2303,0,,2,PRW030,cb_intrinsic
CB2305,0,,2,WED109,cb_intrinsic
CB2316,0,,2,CB2316,cb_intrinsic
CB2347,0,,2,CB2347,cb_intrinsic
CB2363,0,,2,CB2363,cb_intrinsic
CB2366,0,,2,CB2366,cb_intrinsic
CB2367a,0,,2,PRW029,cb_intrinsic
CB2395a,0,,2,PVLP126_b,cb_intrinsic
CB2437,0,,2,CB2437,cb_intrinsic
CB2439,0,,2,IB053,cb_intrinsic
CB2447,0,,2,CB2447,cb_intrinsic
CB2465,0,,2,CB2465,cb_intrinsic
CB2478,0,,2,CB2478,cb_intrinsic
CB2488,0,,2,AVLP262,cb_intrinsic
CB2489,0,,2,CB2489,cb_intrinsic
CB2504,0,,2,lLN14,cb_intrinsic
CB2526,0,,2,GNG367_b,cb_intrinsic
CB2529,0,,2,SLP252_a,cb_intrinsic
CB2530,0,,2,CB2530,cb_intrinsic
CB2537,0,,2,CB2537,cb_intrinsic
CB2551a,0,,2,GNG390,cb_intrinsic
CB2571a,0,,2,v2LN34A,cb_intrinsic
CB2573a,0,,2,PRW027,cb_intrinsic
CB2599,0,,2,CB2599,cb_intrinsic
"CB2607,CB3126",0,,2,GNG669,cb_intrinsic
CB2615,0,,2,CRE026,cb_intrinsic
CB2620,0,,2,CB2620,cb_intrinsic
CB2630,0,,2,CB2630,cb_intrinsic
CB2646,0,,2,CB2646,cb_intrinsic
CB2650,0,,2,LHAV2j1,cb_intrinsic
"CB2652,CB2898",0,,2,CL354,cb_intrinsic
CB2681,0,,2,CB2681,cb_intrinsic
CB2691,0,,2,CB2691,cb_intrinsic
CB2696a,0,,2,CL167,cb_intrinsic
CB2709,0,,2,CL353,cb_intrinsic
CB2714,0,,2,CB2714,cb_intrinsic
CB2725,0,,2,CB2725,cb_intrinsic
CB2751,0,,2,CB2751,cb_intrinsic
CB2755,0,,2,CB2755,cb_intrinsic
CB2767,0,,2,LHPV4d10,cb_intrinsic
CB2780,0,,2,GNG383,cb_intrinsic
CB2783a,0,,2,ATL045,cb_intrinsic
CB2783b,0,,2,CB2783,cb_intrinsic
CB2826a,0,,2,WED157,cb_intrinsic
CB2861,0,,2,CB2861,cb_intrinsic
CB2864,0,,2,VES093_c,cb_intrinsic
CB2868_b,0,,2,SMP437,cb_intrinsic
CB2879,0,,2,LHAV3n1,cb_intrinsic
CB2880,0,,2,CB2880,cb_intrinsic
"CB2898,CB2652",0,,2,CL354,cb_intrinsic
CB2902,0,,2,CB2902,cb_intrinsic
CB2922,0,,2,CB2922,cb_intrinsic
CB2935,0,,2,CB2935,cb_intrinsic
CB2947,0,,2,CB2947,cb_intrinsic
CB2954,0,,2,CB2954,cb_intrinsic
CB2962a,0,,2,GNG604,cb_intrinsic
CB2970,0,,2,CB2970,cb_intrinsic
CB2975,0,,2,CB2975,cb_intrinsic
CB2980,0,,2,LHAD3b1_a,cb_intrinsic
CB2983,0,,2,CB2983,cb_intrinsic
CB2996,0,,2,CB2996,cb_intrinsic
CB3047,0,,2,LHPV4b5,cb_intrinsic
CB3069,0,,2,CB3069,cb_intrinsic
CB3087,0,,2,LHAV3n1,cb_intrinsic
CB3094,0,,2,LHAV4e4,cb_intrinsic
CB3098,0,,2,CB3098,cb_intrinsic
CB3131,0,,2,LHPV4a7_d,cb_intrinsic
CB3132,0,,2,CB3132,cb_intrinsic
CB3147,0,,2,CB3147,cb_intrinsic
CB3155,0,,2,SLP320,cb_intrinsic
CB3162,0,,2,CB3162,cb_intrinsic
CB3171,0,,2,CL353,cb_intrinsic
CB3176a,0,,2,AVLP274_a,cb_intrinsic
CB3176b,0,,2,AVLP274_a,cb_intrinsic
"CB3177,CB3560",0,,2,PS072,cb_intrinsic
CB3187,0,,2,CB3187,cb_intrinsic
CB3197,0,,2,CB3197,cb_intrinsic
CB3209,0,,2,CB3209,cb_intrinsic
CB3211a,0,,2,GNG370,cb_intrinsic
CB3212,0,,2,CB3212,cb_intrinsic
CB3239a,0,,2,GNG273,cb_intrinsic
CB3239b,0,,2,GNG273,cb_intrinsic
CB3240,0,,2,CB3240,cb_intrinsic
"CB3253,CB3342",0,,2,,cb_intrinsic
CB3256a,0,,2,GNG279_a,cb_intrinsic
CB3256b,0,,2,GNG279_b,cb_intrinsic
CB3274,0,,2,CB3274,cb_intrinsic
CB3275b,0,,2,AMMC029,cb_intrinsic
CB3278,0,,2,CB3278,cb_intrinsic
CB3279b,0,,2,GNG366,cb_intrinsic
CB3281,0,,2,CB3281,cb_intrinsic
CB3286,0,,2,GNG365,cb_intrinsic
CB3291,0,,2,LHAD1i2_b,cb_intrinsic
CB3297,0,,2,CB3297,cb_intrinsic
CB3319,0,,2,CB3319,cb_intrinsic
CB3353,0,,2,GNG258,cb_intrinsic
CB3358,0,,2,CB3358,cb_intrinsic
CB3362,0,,2,CB3362,cb_intrinsic
CB3373,0,,2,CB3373,cb_intrinsic
CB3380,0,,2,SLP042,cb_intrinsic
CB3388,0,,2,GNG362,cb_intrinsic
CB3403a,0,,2,SMP733,cb_intrinsic
CB3403b,0,,2,PRW019,cb_intrinsic
CB3408,0,,2,LHAV6a8,cb_intrinsic
"CB3418,CB3468",0,,2,LHPV5h2_c,cb_intrinsic
CB3427,0,,2,CB3427,cb_intrinsic
CB3448,0,,2,LHAD3f1_a,cb_intrinsic
CB3461,0,,2,PVLP063,cb_intrinsic
CB3465,0,,2,GNG360,cb_intrinsic
CB3474,0,,2,GNG359,cb_intrinsic
CB3477,0,,2,CB3477,cb_intrinsic
CB3480,0,,2,WED205,cb_intrinsic
CB3489,0,,2,SMP274,cb_intrinsic
CB3520,0,,2,SMP133,cb_intrinsic
CB3532,0,,2,AVLP065,cb_intrinsic
CB3540,0,,2,WEDPN16_d,cb_intrinsic
CB3549,0,,2,PVLP047,cb_intrinsic
"CB3560,CB3177",0,,2,PS072,cb_intrinsic
CB3577,0,,2,SMP245,cb_intrinsic
CB3581,0,,2,CB3581,cb_intrinsic
"CB3584,CB1243",0,,2,,cb_intrinsic
CB3599,0,,2,VES096,cb_intrinsic
CB3624,0,,2,SLP186,cb_intrinsic
CB3629,0,,2,CB3629,cb_intrinsic
CB3631,0,,2,CB3631,cb_intrinsic
CB3633,0,,2,v2LN34C,cb_intrinsic
CB3641,0,,2,AVLP261_b,cb_intrinsic
CB3645,0,,2,GNG257,cb_intrinsic
CB3648a,0,,2,WEDPN16_d,cb_intrinsic
CB3648b,0,,2,WEDPN16_d,cb_intrinsic
CB3665,0,,2,LHAV6i2_b,cb_intrinsic
CB3669,0,,2,GNG353,cb_intrinsic
CB3673a,0,,2,CB3673a,cb_intrinsic
CB3674,0,,2,GNG210,cb_intrinsic
CB3690,0,,2,CB3690,cb_intrinsic
CB3691,0,,2,CB3691,cb_intrinsic
CB3692,0,,2,CB3692,cb_intrinsic
CB3695,0,,2,PRW001,cb_intrinsic
CB3701,0,,2,AVLP374,cb_intrinsic
CB3713,0,,2,PRW011,cb_intrinsic
CB3716,0,,2,PS278,cb_intrinsic
CB3717,0,,2,SLP360_a,cb_intrinsic
CB3732,0,,2,CB3732,cb_intrinsic
CB3744,0,,2,CB3744,cb_intrinsic
CB3747,0,,2,CB3747,cb_intrinsic
CB3761,0,,2,SLP058,cb_intrinsic
CB3763,0,,2,SMP227,cb_intrinsic
CB3770,0,,2,CRE038,cb_intrinsic
CB3773,0,,2,SLP394,cb_intrinsic
CB3782,0,,2,CB3782,cb_intrinsic
CB3789,0,,2,CB3789,cb_intrinsic
CB3808,0,,2,SLP252_b,cb_intrinsic
CB3868,0,,2,CL280,cb_intrinsic
CB3869,0,,2,CB3869,cb_intrinsic
CB3897,0,,2,SAD101,cb_intrinsic
CB3906,0,,2,CB3906,cb_intrinsic
CB3907,0,,2,CB3907,cb_intrinsic
CB3909,0,,2,CB3909,cb_intrinsic
CB3912,0,,2,AMMC037,cb_intrinsic
CB3915,0,,2,WED187,cb_intrinsic
CB3918,0,,2,SAD100,cb_intrinsic
CB3919,0,,2,GNG601,cb_intrinsic
CB3920,0,,2,GNG009,cb_intrinsic
CB3921,0,,2,AVLP605,cb_intrinsic
CB3922,0,,2,AVLP603,cb_intrinsic
CB3925,0,,2,GNG295,cb_intrinsic
CB3930,0,,2,CB3930,cb_intrinsic
CB3934,0,,2,AVLP344,cb_intrinsic
CB3935,0,,2,LHPV2e1_a,cb_intrinsic
CB3940,0,,2,AVLP038,cb_intrinsic
CB3945,0,,2,SAD045,cb_intrinsic
CB3947,0,,2,SAD045,cb_intrinsic
CB3949,0,,2,SAD045,cb_intrinsic
CB3952,0,,2,GNG267,cb_intrinsic
CB3954,0,,2,WED083,cb_intrinsic
CB3955,0,,2,WED084,cb_intrinsic
CB3957,0,,2,CL005,cb_intrinsic
CB3960,0,,2,AVLP343,cb_intrinsic
CB3967,0,,2,SLP046,cb_intrinsic
CB3970,0,,2,LHPV5c1_a,cb_intrinsic
CB3971,0,,2,LHPV5c1_a,cb_intrinsic
CB3991,0,,2,LAL094,cb_intrinsic
CB3993,0,,2,IB054,cb_intrinsic
CB4029,0,,2,CL016,cb_intrinsic
CB4030,0,,2,SLP082,cb_intrinsic
CB4033,0,,2,CB4033,cb_intrinsic
CB4038,0,,2,CB4038,cb_intrinsic
CB4045,0,,2,SAD099,cb_intrinsic
CB4052,0,,2,CB4052,cb_intrinsic
CB4092,0,,2,PVLP086,cb_intrinsic
CB4131,0,,2,CB4131,cb_intrinsic
CB4147,0,,2,GNG644,cb_sensory
CB4149,0,,2,GNG642,cb_sensory
CB4159,0,,2,CB4159,cb_intrinsic
CB4161,0,,2,SAD098,cb_intrinsic
CB4188,0,,2,GNG328,cb_intrinsic
CB4191,0,,2,GNG658,cb_intrinsic
CB4192,0,,2,GNG327,cb_intrinsic
CB4200,0,,2,CB4200,cb_intrinsic
CB4210,0,,2,GNG655,cb_sensory
CB4211,0,,2,GNG654,cb_sensory
CB4212,0,,2,GNG641,cb_motor
CB4213,0,,2,AVLP614,cb_intrinsic
CB4218,0,,2,M_lPNm12,cb_intrinsic
CB4237,0,,2,PLP122_b,cb_intrinsic
CB4238,0,,2,WED202,cb_intrinsic
CB4241,0,,2,CB4241,cb_intrinsic
CB4246,0,,2,CB4246,cb_sensory
CL001,0,,2,CL001,cb_intrinsic
CL002,0,,2,CL002,cb_intrinsic
CL011,0,,2,CL011,cb_intrinsic
CL012,0,,2,CL012,cb_intrinsic
CL013a,0,,2,CL013,cb_intrinsic
CL013b,0,,2,CL013,cb_intrinsic
CL014a,0,,2,CL014,cb_intrinsic
CL014c,0,,2,CL014,cb_intrinsic
CL015,0,,2,CL015_a,cb_intrinsic
CL022b,0,,2,CL022_a,cb_intrinsic
CL024,0,,2,CL024_a,cb_intrinsic
CL025,0,,2,CL025,cb_intrinsic
CL026,0,,2,CL026,cb_intrinsic
CL027,0,,2,CL027,cb_intrinsic
CL029b,0,,2,CL029_b,cb_intrinsic
CL032,0,,2,CL032,cb_intrinsic
CL036,0,,2,CL036,cb_intrinsic
CL053,0,,2,CL053,cb_intrinsic
CL055,0,,2,CL055,cb_intrinsic
"CL057,CL106",0,,2,CL057,cb_intrinsic
CL063,0,,2,CL063,cb_intrinsic
CL064,0,,2,CL064,cb_intrinsic
CL065,0,,2,CL065,cb_intrinsic
CL069,0,,2,CL069,cb_intrinsic
CL070b,0,,2,CL070_b,cb_intrinsic
CL095,0,,2,CL095,cb_intrinsic
CL096,0,,2,CL096,cb_intrinsic
CL109,0,,2,CL109,cb_intrinsic
CL111,0,,2,CL111,cb_intrinsic
CL114,0,,2,CL114,cb_intrinsic
CL116,0,,2,CL116,cb_intrinsic
CL126,0,,2,CL126,cb_intrinsic
CL133,0,,2,CL133,cb_intrinsic
CL140,0,,2,CL140,cb_intrinsic
CL142,0,,2,CL142,cb_intrinsic
CL144,0,,2,CL144,cb_intrinsic
CL151,0,,2,CL151,cb_intrinsic
CL155,0,,2,CL155,cb_intrinsic
CL157,0,,2,CL157,cb_intrinsic
CL158,0,,2,CL158,cb_intrinsic
CL159,0,,2,CL159,cb_intrinsic
CL169a,0,,2,CL169,cb_intrinsic
CL169b,0,,2,CL169,cb_intrinsic
CL173,0,,2,CL173,cb_intrinsic
CL175,0,,2,CL175,cb_intrinsic
CL205,0,,2,CL205,cb_intrinsic
CL216,0,,2,CL216,cb_intrinsic
CL246,0,,2,CL246,cb_intrinsic
CL248,0,,2,CL248,cb_intrinsic
CL250,0,,2,CL250,cb_intrinsic
CL259,0,,2,CL259,cb_intrinsic
CL261a,0,,2,CL261,cb_intrinsic
CL287,0,,2,CL287,cb_intrinsic
CL314,0,,2,CL314,cb_intrinsic
CL315,0,,2,CL315,cb_intrinsic
CL317,0,,2,CL317,cb_intrinsic
CL321,0,,2,CL321,cb_intrinsic
CL322,0,,2,CL322,cb_intrinsic
CL336,0,,2,CL336,cb_intrinsic
