cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
AN06A010,2,,0,,
AN06A030,2,,0,,
AN06A112,2,,0,,
AN06B007,2,,0,,
AN06B023,2,,0,,
AN06B051,2,,0,,
AN07B049,2,CNS neuron,0,,
AN07B052,2,CNS neuron,0,,
AN07B070,2,,0,,
AN07B085,2,CNS neuron,0,,
AN07B091,2,,0,,
AN08B034,2,,0,,
AN08B099,2,,0,,
AN09A007,2,CNS neuron,0,,
AN09B004,2,,0,,
AN09B015,2,,0,,
AN09B016,2,,0,,
AN09B023,2,,0,,
AN10B015,2,sensory neuron,0,,
AN10B039,2,,0,,
AN12B008,2,,0,,
AN12B060,2,,0,,
AN12B089,2,,0,,
AN17A031,2,,0,,
AN19A018,2,,0,,
AN19B061,2,,0,,
AN19B063,2,,0,,
AN19B093,2,,0,,
AN23B001,2,,0,,
AN27X009,2,,0,,
ANXXX008,2,,0,,
ANXXX043,2,,0,,
ANXXX093,2,,0,,
ANXXX116,2,,0,,
ANXXX318,2,,0,,
AN_AVLP_27,2,,0,,
AN_GNG_194,2,,0,,
AN_GNG_200,2,,0,,
AN_GNG_78,2,,0,,
AN_GNG_88,2,,0,,
AN_GNG_94,2,CNS neuron,0,,
AN_GNG_IPS_20,2,,0,,
AN_GNG_IPS_4,2,,0,,
AN_GNG_SAD_1,2,,0,,
AN_GNG_SAD_22,2,,0,,
AN_GNG_SAD_26,2,sensory neuron,0,,
AN_GNG_SAD_29,2,,0,,
AN_PRW_FLA_1,2,,0,,
AN_SAD_FLA_1,2,sensory neuron,0,,
AN_multi_120,2,,0,,
AN_multi_121,2,,0,,
AN_multi_123,2,sensory neuron,0,,
AOTU008_a,2,,0,,
AOTU008_b,2,,0,,
AOTU008a,2,,0,,
AOTU016,2,,0,,
AOTU017,2,,0,,
AVLP005,2,,0,,
AVLP105,2,,0,,
AVLP141,2,,0,,
AVLP234b,2,,0,,
AVLP309a,2,,0,,
AVLP380a,2,,0,,
AVLP441,2,,0,,
AVLP458,2,,0,,
AVLP569,2,,0,,
Allatostatin-C,2,CNS neuron,0,,
BDN2,2,CNS neuron,0,,
BM_Oc,2,sensory neuron,0,,
CB.FB2E3,2,,0,,
CB.FB5C0,2,,0,,
CB.FB6B1,2,,0,,
CB.FB6D2,2,,0,,
CB.FB7E2,2,,0,,
CB.FB9C0,2,,0,,
CB.FB9D0,2,,0,,
CB0064,2,,0,,
CB0094,2,,0,,
CB0126,2,,0,,
CB0179,2,,0,,
CB0306,2,,0,,
CB0336,2,,0,,
CB0364,2,,0,,
CB0578,2,,0,,
CB0796,2,,0,,
CB0875,2,,0,,
CB0905,2,efferent neuron,0,,
CB0967,2,,0,,
CB1037,2,,0,,
CB1141,2,,0,,
CB1143,2,,0,,
CB1152,2,,0,,
CB1161,2,,0,,
CB1196,2,,0,,
CB1223,2,,0,,
CB1234,2,,0,,
CB1259,2,,0,,
CB1261,2,,0,,
CB1273,2,,0,,
CB1302,2,,0,,
CB1310,2,,0,,
CB1328,2,,0,,
CB1335,2,,0,,
CB1371,2,,0,,
CB1377,2,,0,,
CB1416,2,,0,,
CB1440,2,,0,,
CB1443,2,,0,,
CB1563,2,,0,,
CB1578,2,,0,,
CB1589,2,,0,,
CB1713,2,,0,,
CB1734,2,,0,,
CB1749,2,,0,,
CB1762,2,,0,,
CB1810,2,,0,,
CB1831,2,,0,,
CB1872,2,,0,,
CB1886,2,,0,,
CB1893,2,,0,,
CB1922,2,,0,,
CB1925,2,CNS neuron,0,,
CB1969,2,,0,,
CB1993,2,,0,,
CB2010,2,,0,,
CB2011,2,,0,,
CB2020,2,,0,,
CB2023,2,,0,,
CB2024,2,,0,,
CB2030,2,,0,,
CB2076,2,,0,,
CB2085,2,,0,,
CB2102,2,,0,,
CB2128,2,,0,,
CB2142,2,,0,,
CB2155,2,,0,,
CB2156,2,,0,,
CB2169,2,,0,,
CB2197,2,,0,,
CB2239,2,,0,,
CB2264,2,,0,,
CB2266,2,,0,,
CB2274,2,,0,,
CB2276,2,,0,,
CB2283,2,,0,,
CB2307,2,,0,,
CB2308,2,,0,,
CB2327,2,,0,,
CB2354,2,,0,,
CB2368,2,,0,,
CB2375,2,,0,,
CB2382,2,,0,,
CB2391,2,CNS neuron,0,,
CB2395,2,,0,,
CB2422,2,,0,,
CB2424,2,,0,,
CB2446,2,,0,,
CB2454,2,,0,,
CB2470,2,,0,,
CB2474,2,,0,,
CB2482,2,,0,,
CB2487,2,,0,,
CB2505,2,,0,,
CB2564,2,,0,,
CB2571,2,,0,,
CB2607,2,,0,,
CB2629,2,,0,,
CB2634,2,,0,,
CB2651,2,,0,,
CB2654,2,,0,,
CB2663,2,,0,,
CB2665,2,,0,,
CB2673,2,,0,,
CB2696,2,,0,,
CB2723,2,,0,,
CB2728,2,,0,,
CB2730,2,,0,,
CB2776,2,,0,,
CB2821,2,,0,,
CB2841,2,,0,,
CB2868,2,,0,,
CB2997,2,,0,,
CB3003,2,,0,,
CB3011,2,,0,,
CB3077,2,,0,,
CB3126,2,,0,,
CB3154,2,,0,,
CB3177,2,CNS neuron,0,,
CB3183,2,,0,,
CB3219,2,,0,,
CB3230,2,,0,,
CB3234,2,,0,,
CB3238,2,,0,,
CB3262,2,,0,,
CB3272,2,,0,,
CB3273,2,,0,,
CB3298,2,,0,,
CB3317,2,,0,,
CB3346,2,,0,,
CB3359,2,,0,,
CB3379,2,,0,,
CB3422,2,,0,,
CB3426,2,,0,,
CB3473,2,,0,,
CB3527,2,,0,,
CB3546,2,,0,,
CB3551,2,,0,,
CB3560,2,,0,,
CB3611,2,,0,,
CB3651,2,,0,,
CB3653,2,,0,,
CB3749,2,,0,,
CB3764,2,,0,,
CB3787,2,,0,,
CB3820,2,,0,,
CB3841,2,CNS neuron,0,,
CB3845,2,CNS neuron,0,,
CB3858,2,,0,,
CB3859,2,,0,,
CIN-P9-1,2,,0,,
CIN-P9-3,2,,0,,
CL013,2,,0,,
CL059,2,,0,,
CL060,2,,0,,
CL099a,2,,0,,
CL161,2,,0,,
CL209,2,,0,,
CL210_b,2,,0,,
CL237,2,,0,,
CL266a,2,,0,,
CL353,2,,0,,
CRE094,2,,0,,
CRZ02,2,,0,,
CV1001,2,,0,,
CV1003,2,,0,,
CV1004,2,,0,,
CV1005,2,,0,,
CV1007,2,efferent neuron,0,,
CV1008,2,,0,,
CV1009,2,,0,,
CV1010,2,,0,,
CV1012,2,,0,,
CV1014,2,,0,,
CV1015,2,,0,,
CV1017,2,,0,,
CV1018,2,,0,,
CV1019,2,,0,,
CV1020,2,,0,,
CV1021,2,,0,,
CV1022,2,,0,,
CV1023,2,,0,,
CV1024,2,,0,,
CV1025,2,sensory neuron,0,,
CV1026,2,CNS neuron,0,,
CV1027,2,efferent neuron,0,,
CV1028,2,,0,,
CV1029,2,,0,,
CV1031,2,,0,,
CV1032,2,,0,,
CV1035,2,,0,,
CV1036,2,,0,,
CV1037,2,efferent neuron,0,,
CV1038,2,,0,,
CV1039,2,,0,,
CV1040,2,,0,,
CV1041,2,,0,,
CV1042,2,,0,,
CV1043,2,,0,,
CV1044,2,,0,,
CV1045,2,,0,,
CV1046,2,,0,,
CvN2,2,efferent neuron,0,,
CvN3,2,efferent neuron,0,,
CvN4,2,efferent neuron,0,,
CvN6,2,efferent neuron,0,,
CvN7,2,efferent neuron,0,,
CvN_A1,2,efferent neuron,0,,
DM6_posterior_55,2,,0,,
DNa12,2,CNS neuron,0,,
DNd01,2,,0,,
DNde004,2,CNS neuron,0,,
DNfl032,2,CNS neuron,0,,
DNfl040,2,CNS neuron,0,,
DNfl042,2,CNS neuron,0,,
DNge005,2,CNS neuron,0,,
DNge0128,2,CNS neuron,0,,
DNge061,2,CNS neuron,0,,
DNge118,2,CNS neuron,0,,
DNit007,2,CNS neuron,0,,
DNit012,2,CNS neuron,0,,
DNml001,2,CNS neuron,0,,
DNnt015,2,CNS neuron,0,,
DNnt019,2,CNS neuron,0,,
DNnt020,2,CNS neuron,0,,
DNp51,2,CNS neuron,0,,
DNut045,2,CNS neuron,0,,
DNut050,2,CNS neuron,0,,
DNut051,2,CNS neuron,0,,
DNut053,2,CNS neuron,0,,
DNxl063,2,CNS neuron,0,,
DNxl066,2,CNS neuron,0,,
DNxl068,2,CNS neuron,0,,
DNxl070,2,CNS neuron,0,,
DNxl073,2,CNS neuron,0,,
DNxl078,2,CNS neuron,0,,
DNxl080,2,CNS neuron,0,,
DNxl081,2,CNS neuron,0,,
DNxl083,2,CNS neuron,0,,
DNxl091,2,CNS neuron,0,,
DNxl095,2,CNS neuron,0,,
DNxl100,2,CNS neuron,0,,
DNxl101,2,CNS neuron,0,,
DNxl104,2,CNS neuron,0,,
DNxl111,2,CNS neuron,0,,
DNxl115,2,CNS neuron,0,,
DNxl125,2,CNS neuron,0,,
DNxl127,2,CNS neuron,0,,
DNxn071,2,CNS neuron,0,,
DNxn100,2,,0,,
DNxn102,2,CNS neuron,0,,
DNxn104,2,CNS neuron,0,,
DNxn111,2,CNS neuron,0,,
DNxn113,2,CNS neuron,0,,
DNxn114,2,CNS neuron,0,,
DNxn126,2,CNS neuron,0,,
DNxn127,2,CNS neuron,0,,
DNxn129,2,CNS neuron,0,,
DNxn136,2,CNS neuron,0,,
DNxn139,2,CNS neuron,0,,
DNxn143,2,CNS neuron,0,,
DNxn145,2,CNS neuron,0,,
DNxn151,2,CNS neuron,0,,
DNxn155,2,CNS neuron,0,,
DNxn157,2,CNS neuron,0,,
DNxn159,2,CNS neuron,0,,
DNxn184,2,CNS neuron,0,,
DProN_v,2,efferent neuron,0,,
EAXXX079,2,sensory neuron,0,,
EN00B004,2,,0,,
EN00B011,2,efferent neuron,0,,
EN00B017,2,efferent neuron,0,,
ENXXX128,2,efferent neuron,0,,
ER3a_c,2,,0,,
FB1H,2,,0,,
FB2B_a,2,,0,,
FB2B_b,2,,0,,
FB2I_b,2,,0,,
FB2J,2,,0,,
FB4H,2,,0,,
FB4M,2,,0,,
FB4Q_a,2,,0,,
FB4X,2,,0,,
FB4Y,2,,0,,
FB5AB,2,,0,,
FB5G,2,,0,,
FB6H,2,,0,,
FB6J,2,,0,,
FB6Z,2,,0,,
FB8C,2,,0,,
FB9B_a,2,,0,,
FB9B_d,2,,0,,
FB9C_b,2,,0,,
GFC2,2,,0,,
Hugin-PH,2,efferent neuron,0,,
IB034,2,,0,,
IB039,2,,0,,
IB041,2,,0,,
IN00A001,2,,0,,
IN00A002,2,,0,,
IN00A011,2,,0,,
IN00A024,2,,0,,
IN00A029,2,,0,,
IN00A032,2,,0,,
IN00A033,2,,0,,
IN00A034,2,,0,,
IN00A035,2,,0,,
IN00A036,2,,0,,
IN00A038,2,,0,,
IN00A042,2,,0,,
IN00A047,2,,0,,
IN00A048,2,,0,,
IN00A049,2,,0,,
IN01A005,2,,0,,
IN01A010,2,,0,,
IN01A016,2,,0,,
IN01A019,2,,0,,
IN01A023,2,,0,,
IN01A027,2,,0,,
IN01A029,2,,0,,
IN01A044,2,,0,,
IN01A046,2,,0,,
IN01A056,2,,0,,
IN01A058,2,,0,,
IN01A066,2,,0,,
IN01A067,2,,0,,
IN01A075,2,,0,,
IN01A077,2,,0,,
IN01A081,2,,0,,
IN01A083,2,,0,,
IN01A084,2,,0,,
IN01A085,2,,0,,
IN01B001,2,,0,,
IN01B002,2,,0,,
IN01B007,2,,0,,
IN01B010,2,,0,,
IN01B026,2,,0,,
IN01B028,2,,0,,
IN01B031,2,,0,,
IN01B034,2,,0,,
IN01B035,2,,0,,
IN01B036,2,,0,,
IN01B037,2,sensory neuron,0,,
IN01B040,2,,0,,
IN01B042,2,,0,,
IN01B043,2,,0,,
IN01B046,2,,0,,
IN01B052,2,,0,,
IN01B059,2,,0,,
IN01B063,2,,0,,
IN01B081,2,sensory neuron,0,,
IN01B082,2,,0,,
IN01B084,2,,0,,
IN01B097,2,,0,,
IN02A004,2,glia,0,,
IN02A010,2,glia,0,,
IN02A012,2,,0,,
IN02A023,2,,0,,
IN02A024,2,,0,,
IN02A033,2,,0,,
IN02A052,2,,0,,
IN02A062,2,,0,,
IN03A001,2,,0,,
IN03A007,2,,0,,
IN03A010,2,,0,,
IN03A014,2,,0,,
IN03A016,2,,0,,
IN03A019,2,,0,,
IN03A022,2,,0,,
IN03A030,2,,0,,
IN03A033,2,,0,,
IN03A035,2,,0,,
IN03A043,2,,0,,
IN03A053,2,,0,,
IN03A063,2,,0,,
IN03A065,2,,0,,
IN03A066,2,,0,,
IN03A070,2,,0,,
IN03A076,2,,0,,
IN03A091,2,,0,,
IN03A093,2,,0,,
IN03B001,2,,0,,
IN03B005,2,,0,,
IN03B008,2,,0,,
IN03B011,2,,0,,
IN03B016,2,,0,,
IN03B022,2,,0,,
IN03B025,2,,0,,
IN03B028,2,,0,,
IN03B031,2,,0,,
IN03B034,2,,0,,
IN03B036,2,,0,,
IN03B038,2,,0,,
IN03B045,2,,0,,
IN03B051,2,,0,,
IN03B067,2,,0,,
IN03B075,2,,0,,
IN03B076,2,,0,,
IN03B078,2,,0,,
IN03B081,2,,0,,
IN03B085,2,,0,,
IN04B004,2,,0,,
IN04B005,2,,0,,
IN04B015,2,,0,,
IN04B022,2,,0,,
IN04B025,2,,0,,
IN04B028,2,,0,,
IN04B033,2,,0,,
IN04B047,2,glia,0,,
IN04B049,2,,0,,
IN04B055,2,,0,,
IN04B058,2,,0,,
IN04B064,2,,0,,
IN04B069,2,,0,,
IN04B082,2,sensory neuron,0,,
IN04B086,2,,0,,
IN04B089,2,,0,,
IN04B095,2,,0,,
IN04B102,2,,0,,
IN04B112,2,,0,,
IN04B114,2,,0,,
IN04B115,2,,0,,
IN05B008,2,,0,,
IN05B014,2,,0,,
IN05B016,2,,0,,
IN05B018,2,,0,,
IN05B019,2,,0,,
IN05B020,2,,0,,
IN05B028,2,,0,,
IN05B030,2,,0,,
IN05B031,2,,0,,
IN05B034,2,,0,,
IN05B037,2,,0,,
IN05B038,2,,0,,
IN05B039,2,,0,,
IN05B041,2,,0,,
IN05B043,2,,0,,
IN05B061,2,,0,,
IN05B073,2,,0,,
IN05B087,2,,0,,
IN05B094,2,,0,,
IN06A002,2,,0,,
IN06A004,2,,0,,
IN06A005,2,,0,,
IN06A006,2,CNS neuron,0,,
IN06A008,2,,0,,
IN06A012,2,,0,,
IN06A013,2,,0,,
IN06A014,2,,0,,
IN06A016,2,,0,,
IN06A018,2,,0,,
IN06A023,2,,0,,
IN06A024,2,,0,,
IN06A028,2,,0,,
IN06A035,2,,0,,
IN06A036,2,,0,,
IN06A037,2,,0,,
IN06A038,2,,0,,
IN06A040,2,,0,,
IN06A043,2,,0,,
IN06A045,2,,0,,
IN06A046,2,,0,,
IN06A055,2,,0,,
IN06A058,2,,0,,
IN06A068,2,,0,,
IN06A069,2,glia,0,,
IN06A073,2,,0,,
IN06A074,2,,0,,
IN06A088,2,,0,,
IN06A091,2,,0,,
IN06A111,2,,0,,
IN06A121,2,,0,,
IN06A125,2,,0,,
IN06A138,2,,0,,
IN06B001,2,,0,,
IN06B006,2,,0,,
IN06B015,2,,0,,
IN06B020,2,,0,,
IN06B035,2,,0,,
IN06B036,2,,0,,
IN06B038,2,,0,,
IN06B050,2,,0,,
IN06B055,2,,0,,
IN06B058,2,,0,,
IN06B069,2,,0,,
IN06B084,2,,0,,
IN06B086,2,,0,,
IN07B008,2,,0,,
IN07B016,2,CNS neuron,0,,
IN07B044,2,,0,,
IN07B090,2,,0,,
IN07B096,2,,0,,
IN07B104,2,,0,,
IN08A006,2,,0,,
IN08A007,2,,0,,
IN08A008,2,,0,,
IN08A018_T2_L,2,,0,,
IN08A019,2,,0,,
IN08A022,2,CNS neuron,0,,
IN08A025,2,CNS neuron,0,,
IN08A027,2,,0,,
IN08A034,2,CNS neuron,0,,
IN08A047,2,,0,,
IN08B004,2,,0,,
IN08B019,2,CNS neuron,0,,
IN08B021,2,,0,,
IN08B035,2,,0,,
IN08B037,2,,0,,
IN08B055,2,,0,,
IN08B064,2,,0,,
IN08B065,2,,0,,
IN08B072,2,,0,,
IN08B090,2,,0,,
IN08B104,2,,0,,
IN09A003,2,,0,,
IN09A004,2,,0,,
IN09A015,2,,0,,
IN09A018,2,,0,,
IN09A023,2,,0,,
IN09A031,2,,0,,
IN09A033,2,CNS neuron,0,,
IN09A039,2,,0,,
IN09A042,2,,0,,
IN09A045,2,,0,,
IN09A046,2,,0,,
IN09A047,2,,0,,
IN09A049,2,CNS neuron,0,,
IN09A050,2,CNS neuron,0,,
IN09A052,2,,0,,
IN09A056,2,,0,,
IN09A061,2,CNS neuron,0,,
IN09A068,2,,0,,
IN09A077,2,CNS neuron,0,,
IN09A078,2,,0,,
IN09A085,2,CNS neuron,0,,
IN09A088,2,,0,,
IN09A091,2,CNS neuron,0,,
IN09B014,2,,0,,
IN09B018,2,,0,,
IN09B048,2,,0,,
IN09B050,2,CNS neuron,0,,
IN10B030,2,,0,,
IN10B050,2,,0,,
IN10B059,2,,0,,
IN11A001,2,,0,,
IN11A013,2,,0,,
IN11A018,2,,0,,
IN11A026,2,,0,,
IN11A035,2,,0,,
IN11A044,2,,0,,
IN11B002,2,,0,,
IN11B006,2,,0,,
IN11B011,2,,0,,
IN11B012,2,,0,,
IN12A001,2,,0,,
IN12A004,2,,0,,
IN12A006,2,,0,,
IN12A009,2,,0,,
IN12A010,2,,0,,
IN12A011,2,,0,,
IN12A012,2,,0,,
IN12A019,2,,0,,
IN12A026,2,,0,,
IN12A050,2,,0,,
IN12B007,2,,0,,
IN12B012,2,,0,,
IN12B025,2,,0,,
IN12B030,2,,0,,
IN12B031,2,,0,,
IN12B034,2,glia,0,,
IN12B036,2,,0,,
IN12B047,2,,0,,
IN12B053,2,,0,,
IN12B058,2,,0,,
IN12B060,2,,0,,
IN12B064,2,,0,,
IN12B070,2,,0,,
IN12B077,2,,0,,
IN13A011,2,CNS neuron,0,,
IN13A031,2,,0,,
IN13A037,2,CNS neuron,0,,
IN13A053,2,,0,,
IN13B006,2,,0,,
IN13B008,2,,0,,
IN13B015,2,,0,,
IN13B017,2,,0,,
IN13B028,2,,0,,
IN13B029,2,,0,,
IN13B033,2,,0,,
IN13B035,2,,0,,
IN13B041,2,,0,,
IN13B044,2,,0,,
IN13B045,2,,0,,
IN13B053,2,,0,,
IN13B055,2,,0,,
IN13B057,2,,0,,
IN13B072,2,,0,,
IN13B074,2,,0,,
IN13B076,2,,0,,
IN13B079,2,,0,,
IN13B098,2,CNS neuron,0,,
IN14A010,2,,0,,
IN14A011,2,,0,,
IN14A014,2,,0,,
IN14A017,2,,0,,
IN14A018,2,,0,,
IN14A030,2,,0,,
IN14A036,2,,0,,
IN14A040,2,,0,,
IN14A063,2,,0,,
IN14A064,2,,0,,
IN14A078,2,sensory neuron,0,,
IN14A108,2,,0,,
IN14A114,2,CNS neuron,0,,
IN14A116,2,,0,,
IN14B001,2,,0,,
IN14B002,2,CNS neuron,0,,
IN14B003,2,,0,,
IN14B004,2,CNS neuron,0,,
IN14B006,2,,0,,
IN14B008,2,glia,0,,
IN14B009,2,,0,,
IN16B033,2,,0,,
IN16B034,2,CNS neuron,0,,
IN16B036,2,,0,,
IN16B041,2,CNS neuron,0,,
IN16B045,2,CNS neuron,0,,
IN16B052,2,,0,,
IN16B055,2,CNS neuron,0,,
IN16B056,2,glia,0,,
IN16B060,2,CNS neuron,0,,
IN16B062,2,,0,,
IN16B065,2,,0,,
IN16B066,2,,0,,
IN16B073,2,,0,,
IN16B085,2,,0,,
IN16B089,2,,0,,
IN16B099,2,,0,,
IN16B102,2,CNS neuron,0,,
IN16B117,2,,0,,
IN16B118,2,,0,,
IN16B125,2,,0,,
IN17A011,2,,0,,
IN17A023,2,,0,,
IN17A029,2,,0,,
IN17A072,2,,0,,
IN17A081,2,,0,,
IN17A082,2,,0,,
IN17A090,2,,0,,
IN17A096,2,,0,,
IN17A097,2,,0,,
IN17A100,2,,0,,
IN17A107,2,,0,,
IN17A118,2,,0,,
IN17B001,2,,0,,
IN17B006,2,,0,,
IN17B008,2,,0,,
IN17B010,2,,0,,
IN18B011,2,,0,,
IN18B012,2,sensory neuron,0,,
IN18B027,2,,0,,
IN18B032,2,,0,,
IN18B040,2,,0,,
IN18B041,2,,0,,
IN18B043,2,,0,,
IN18B048,2,,0,,
IN18B051,2,,0,,
IN18B052,2,,0,,
IN18B054,2,,0,,
IN19A028,2,,0,,
IN19A031,2,,0,,
IN19A033,2,,0,,
IN19A034,2,,0,,
IN19A037,2,,0,,
IN19A040,2,,0,,
IN19A051,2,,0,,
IN19A055,2,,0,,
IN19A062,2,,0,,
IN19A068,2,,0,,
IN19A079,2,,0,,
IN19A080,2,,0,,
IN19A090,2,,0,,
IN19A103,2,,0,,
IN19A116,2,,0,,
IN19A142,2,,0,,
IN19B004,2,,0,,
IN19B010,2,,0,,
IN19B011,2,,0,,
IN19B012,2,,0,,
IN19B020,2,sensory neuron,0,,
IN19B021,2,,0,,
IN19B030,2,,0,,
IN19B035,2,,0,,
IN19B038,2,,0,,
IN19B047,2,glia,0,,
IN19B048,2,,0,,
IN19B050,2,,0,,
IN19B058,2,glia,0,,
IN19B062,2,,0,,
IN19B080,2,,0,,
IN19B081,2,,0,,
IN19B084,2,,0,,
IN19B111,2,,0,,
IN19B112,2,,0,,
IN20A.22A005,2,,0,,
IN20A.22A025,2,,0,,
IN20A.22A032,2,,0,,
IN20A.22A037,2,,0,,
IN20A.22A053,2,,0,,
IN20A.22A062,2,,0,,
IN20A.22A064,2,,0,,
IN20A.22A077,2,,0,,
IN20A.22A091,2,,0,,
IN21A027,2,CNS neuron,0,,
IN21A029,2,,0,,
IN21A030,2,,0,,
IN21A032,2,,0,,
IN21A034,2,,0,,
IN21A036,2,,0,,
IN21A045,2,,0,,
IN21A050,2,,0,,
IN21A071,2,,0,,
IN21A073,2,,0,,
IN21A076,2,,0,,
IN21A088,2,,0,,
IN21A092,2,,0,,
IN21A096,2,,0,,
IN23B001,2,,0,,
IN23B008,2,,0,,
IN23B011,2,,0,,
IN23B028,2,,0,,
IN23B030,2,,0,,
IN23B036,2,,0,,
IN23B037,2,,0,,
IN23B040,2,,0,,
IN23B043,2,,0,,
IN23B047,2,,0,,
IN23B050,2,,0,,
IN23B074,2,,0,,
IN23B078,2,,0,,
IN23B084,2,glia,0,,
IN23B089,2,,0,,
IN26X001,2,,0,,
IN27X001,2,,0,,
IN27X005,2,,0,,
IN27X014,2,,0,,
INXXX003,2,,0,,
INXXX004,2,,0,,
INXXX008,2,,0,,
INXXX011,2,,0,,
INXXX022,2,,0,,
INXXX023,2,,0,,
INXXX029,2,,0,,
INXXX031,2,,0,,
INXXX035,2,,0,,
INXXX036,2,CNS neuron,0,,
INXXX038,2,,0,,
INXXX042,2,,0,,
INXXX048,2,,0,,
INXXX054,2,,0,,
INXXX063,2,,0,,
INXXX065,2,,0,,
INXXX066,2,,0,,
INXXX073,2,,0,,
INXXX076,2,,0,,
INXXX089,2,,0,,
INXXX104,2,,0,,
INXXX114,2,,0,,
INXXX115,2,,0,,
INXXX119,2,,0,,
INXXX122,2,,0,,
INXXX129,2,,0,,
INXXX134,2,,0,,
INXXX135,2,,0,,
INXXX138,2,,0,,
INXXX140,2,,0,,
INXXX143,2,,0,,
INXXX147,2,,0,,
INXXX153,2,,0,,
INXXX173,2,,0,,
INXXX183,2,,0,,
INXXX192,2,,0,,
INXXX194,2,CNS neuron,0,,
INXXX199,2,,0,,
INXXX206,2,,0,,
INXXX219,2,,0,,
INXXX223,2,,0,,
INXXX224,2,,0,,
INXXX232,2,,0,,
INXXX233,2,,0,,
INXXX238,2,,0,,
INXXX241,2,,0,,
INXXX243,2,glia,0,,
INXXX245,2,,0,,
INXXX249,2,,0,,
INXXX252,2,,0,,
INXXX261,2,,0,,
INXXX263,2,,0,,
INXXX268,2,,0,,
INXXX270,2,,0,,
INXXX276,2,,0,,
INXXX284,2,,0,,
INXXX295,2,,0,,
INXXX300,2,,0,,
INXXX304,2,,0,,
INXXX335,2,,0,,
INXXX339,2,,0,,
INXXX340,2,,0,,
INXXX345,2,,0,,
INXXX347,2,,0,,
INXXX351,2,,0,,
INXXX355,2,,0,,
INXXX359,2,,0,,
INXXX383,2,,0,,
INXXX387,2,,0,,
INXXX388,2,,0,,
INXXX390,2,,0,,
INXXX403,2,efferent neuron,0,,
INXXX406,2,,0,,
INXXX408,2,,0,,
INXXX412,2,,0,,
INXXX423,2,,0,,
INXXX442,2,,0,,
INXXX449,2,,0,,
INXXX467,2,,0,,
INXXX469,2,,0,,
JO-FVL,2,sensory neuron,0,,
KCab-s,2,CNS neuron,0,,
LAL103,2,,0,,
LAL117b,2,,0,,
LAL168,2,,0,,
LALv1_ventral__1,2,,0,,
LC31c,2,,0,,
LHAD1b2_a,2,,0,,
LHAD1f3b,2,,0,,
LHAD2c3c,2,,0,,
LHAV3c1,2,,0,,
LHAV7b1,2,,0,,
LN_ITP,2,,0,,
LPN,2,,0,,
LTe49e,2,,0,,
LTe59b,2,,0,,
Li2,2,CNS neuron,0,,
MNad25,2,efferent neuron,0,,
MNad26,2,efferent neuron,0,,
MNad36,2,efferent neuron,0,,
MNad42,2,efferent neuron,0,,
MNad43,2,efferent neuron,0,,
MNad57,2,efferent neuron,0,,
MNhl01,2,efferent neuron,0,,
MNhl02,2,efferent neuron,0,,
MNhl59,2,efferent neuron,0,,
MNhl65,2,efferent neuron,0,,
MNhl87,2,efferent neuron,0,,
MNhm03,2,efferent neuron,0,,
MNml29,2,efferent neuron,0,,
MNml80,2,efferent neuron,0,,
MNwm35,2,efferent neuron,0,,
MNwm36,2,efferent neuron,0,,
MNxm01,2,efferent neuron,0,,
MNxm02,2,efferent neuron,0,,
MX3_49,2,CNS neuron,0,,
M_l2PN10t19,2,,0,,
M_vPNml74,2,,0,,
MooSEZ,2,,0,,
PLP057b,2,,0,,
PLP103a,2,,0,,
PLP150c,2,,0,,
PLP204,2,CNS neuron,0,,
PS018,2,,0,,
PS036,2,,0,,
PS042,2,,0,,
PS077,2,,0,,
PS099,2,,0,,
PS179,2,,0,,
PS188a,2,,0,,
PS225,2,CNS neuron,0,,
PSp3__0,2,,0,,
PVLP006,2,,0,,
PVLP048,2,,0,,
SAD004,2,,0,,
SAD006,2,,0,,
SAD075,2,,0,,
SAF,2,,0,,
SA_DMT_ADMN_8,2,sensory neuron,0,,
SA_DMT_DMetaN_2,2,,0,,
SA_MDA_1,2,sensory neuron,0,,
SA_MDA_2,2,,0,,
SA_MDA_4,2,sensory neuron,0,,
SA_VTV_5,2,sensory neuron,0,,
SA_VTV_9,2,sensory neuron,0,,
SIP021,2,,0,,
SIP041,2,,0,,
SIP079,2,,0,,
SLP005,2,CNS neuron,0,,
SLP007a,2,,0,,
SLP212,2,,0,,
SLP226,2,,0,,
SLP227,2,,0,,
SLP288c,2,,0,,
SLP400b,2,,0,,
SLP402,2,,0,,
SLP421,2,,0,,
SMP016_a,2,,0,,
SMP059,2,,0,,
SMP121,2,,0,,
SMP193b,2,,0,,
SMP215b,2,,0,,
SMP305,2,,0,,
SMP330a,2,,0,,
SMP351,2,,0,,
SMP469,2,,0,,
SMP484,2,,0,,
SMP485,2,,0,,
SMP510a,2,,0,,
SMP544,2,,0,,
SMP568_c,2,,0,,
SNpp08,2,sensory neuron,0,,
SNpp16,2,sensory neuron,0,,
SNpp25,2,sensory neuron,0,,
SNpp29,2,sensory neuron,0,,
SNpp53,2,,0,,
SNpp55,2,sensory neuron,0,,
SNta05,2,sensory neuron,0,,
SNta12,2,sensory neuron,0,,
SNxx07,2,sensory neuron,0,,
SNxx11,2,sensory neuron,0,,
SNxx15,2,sensory neuron,0,,
SNxx18,2,efferent neuron,0,,
