cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
IN19A114,5,,0,,
IN20A.22A001,5,,0,,
IN20A.22A023,5,,0,,
IN20A.22A069,5,,0,,
IN20A.22A070,5,,0,,
IN20A.22A076,5,,0,,
IN21A002,5,,0,,
IN21A006,5,,0,,
IN21A007,5,,0,,
IN21A010,5,,0,,
IN21A012,5,efferent neuron,0,,
IN21A013,5,,0,,
IN21A024,5,,0,,
IN21A026,5,glia,0,,
IN21A038,5,,0,,
IN21A059,5,,0,,
IN21A061,5,,0,,
IN21A067,5,,0,,
IN21A079,5,,0,,
IN21A080,5,,0,,
IN21A093,5,,0,,
IN21A102,5,,0,,
IN21A103,5,,0,,
IN23B055,5,,0,,
INXXX052,5,,0,,
INXXX137,5,efferent neuron,0,,
INXXX239,5,,0,,
INXXX316,5,,0,,
INXXX331,5,,0,,
INXXX364,5,,0,,
INXXX386,5,,0,,
INXXX397,5,,0,,
INXXX417,5,,0,,
INXXX460,5,,0,,
INXXX466,5,,0,,
JO-C,5,sensory neuron,0,,
JO-CA,5,sensory neuron,0,,
LC14,5,,0,,
LHCENT13,5,,0,,
LHPV3a1,5,,0,,
LTe49a,5,,0,,
LTe49d,5,,0,,
MNad08,5,efferent neuron,0,,
MNad09,5,efferent neuron,0,,
MNad16,5,efferent neuron,0,,
MNhl68,5,efferent neuron,0,,
PS289,5,,0,,
PS290,5,,0,,
SA_DMT_ADMN_1,5,sensory neuron,0,,
SA_DMT_ADMN_11,5,sensory neuron,0,,
SA_VTV_PDMN_1,5,,0,,
SApp04,5,sensory neuron,0,,
SApp16,5,sensory neuron,0,,
SIP028b,5,,0,,
SLP295b,5,,0,,
SMP167,5,,0,,
SNch08,5,sensory neuron,0,,
SNpp32,5,sensory neuron,0,,
SNta36,5,sensory neuron,0,,
SNxx08,5,sensory neuron,0,,
SNxx16,5,sensory neuron,0,,
SNxx21,5,sensory neuron,0,,
WED145,5,,0,,
WEDa2_44,5,,0,,
bLPTCrn,5,CNS neuron,0,,
bilaterally projecting campaniform sensillum neuron,5,sensory neuron,0,,
pharyngeal_nerve_sensory_group1,5,sensory neuron,0,,
sternal_posterior_rotator_dorsomedial_ribbon,5,efferent neuron,0,,
v2LN42,5,,0,,
vDeltaG,5,,0,,
vMS12,5,,0,,
AMMC B1 like,4,CNS neuron,0,,
AN05B069,4,,0,,
AN07B045,4,,0,,
AN07B069,4,CNS neuron,0,,
AN07B071,4,CNS neuron,0,,
AN08B113,4,,0,,
AN10B037,4,,0,,
AN10B048,4,,0,,
ANXXX084,4,,0,,
AN_GNG_13,4,,0,,
AN_GNG_161,4,,0,,
AN_GNG_168,4,,0,,
AN_GNG_52,4,sensory neuron,0,,
AN_multi_128,4,,0,,
AOTU008d,4,,0,,
AOTU038,4,,0,,
AVLP044a,4,,0,,
AVLP286,4,,0,,
AVLP380b,4,,0,,
AVLP463,4,,0,,
CB.FB1I1,4,,0,,
CB.FB2E1,4,,0,,
CB0007,4,,0,,
CB1159,4,,0,,
CB1271,4,,0,,
CB1331,4,,0,,
CB1450,4,,0,,
CB1508,4,,0,,
CB1620,4,,0,,
CB1668,4,,0,,
CB1724,4,,0,,
CB1743,4,,0,,
CB1765,4,,0,,
CB1779,4,,0,,
CB1814,4,,0,,
CB1919,4,,0,,
CB1996,4,,0,,
CB2157,4,,0,,
CB2209,4,,0,,
CB2267,4,,0,,
CB2282,4,,0,,
CB2378,4,,0,,
CB2399,4,,0,,
CB2405,4,,0,,
CB2417,4,,0,,
CB2506,4,,0,,
CB2616,4,,0,,
CB2830,4,,0,,
CB2898,4,,0,,
CB2903,4,,0,,
CB2909,4,,0,,
CB2926,4,,0,,
CB2973,4,,0,,
CB3006,4,,0,,
CB3092,4,,0,,
CB3111,4,,0,,
CB3229,4,,0,,
CB3321,4,,0,,
CB3534,4,,0,,
CB3792,4,,0,,
CB3796,4,,0,,
CB3815,4,,0,,
CB3816,4,CNS neuron,0,,
CB3840,4,CNS neuron,0,,
CB3852,4,CNS neuron,0,,
CL022,4,,0,,
CL169,4,,0,,
CL313,4,,0,,
CRE080a,4,,0,,
CREl1_30,4,,0,,
CV1030,4,efferent neuron,0,,
CV1034,4,,0,,
CoHP4,4,sensory neuron,0,,
DNfl021,4,CNS neuron,0,,
DNg05,4,CNS neuron,0,,
DNg06,4,CNS neuron,0,,
DNg08_a,4,CNS neuron,0,,
DNg08_b,4,CNS neuron,0,,
DNg110,4,CNS neuron,0,,
DNg74,4,CNS neuron,0,,
DNnt012,4,CNS neuron,0,,
DNut034,4,CNS neuron,0,,
DNxl106,4,CNS neuron,0,,
DNxn117,4,CNS neuron,0,,
DNxn128,4,CNS neuron,0,,
DNxn146,4,CNS neuron,0,,
DNxn179,4,CNS neuron,0,,
DNxn181,4,CNS neuron,0,,
Dm21,4,,0,,
ER2_b,4,,0,,
FB2C,4,,0,,
FB3B,4,,0,,
FB6C_b,4,,0,,
IB002,4,,0,,
IN00A009,4,,0,,
IN00A057,4,,0,,
IN01A030,4,,0,,
IN01A047,4,glia,0,,
IN01A052,4,CNS neuron,0,,
IN01A059,4,,0,,
IN01A062,4,,0,,
IN01A069,4,,0,,
IN01B019,4,,0,,
IN01B020,4,sensory neuron,0,,
IN01B061,4,,0,,
IN01B065,4,,0,,
IN01B080,4,,0,,
IN01B091,4,sensory neuron,0,,
IN01B099,4,sensory neuron,0,,
IN02A038,4,,0,,
IN03A041,4,,0,,
IN03A055,4,,0,,
IN03A069,4,,0,,
IN03A082,4,,0,,
IN03A090,4,,0,,
IN03B012,4,,0,,
IN03B015,4,,0,,
IN03B019,4,,0,,
IN03B020,4,,0,,
IN03B032,4,,0,,
IN03B053,4,,0,,
IN03B055,4,,0,,
IN03B057,4,,0,,
IN03B064,4,,0,,
IN03B088,4,,0,,
IN04B041,4,,0,,
IN04B046,4,,0,,
IN04B050,4,,0,,
IN04B071,4,,0,,
IN04B084,4,,0,,
IN04B085,4,,0,,
IN04B104,4,,0,,
IN05B017,4,,0,,
IN05B022,4,,0,,
IN05B033,4,,0,,
IN05B042,4,,0,,
IN05B066,4,,0,,
IN05B075,4,,0,,
IN05B089,4,,0,,
IN05B091,4,,0,,
IN06A003,4,,0,,
IN06A020,4,,0,,
IN06A033,4,,0,,
IN06A042,4,,0,,
IN06A050,4,,0,,
IN06A072,4,,0,,
IN06A077,4,,0,,
IN06A081,4,,0,,
IN06A087,4,,0,,
IN06A093,4,,0,,
IN06A096,4,,0,,
IN06A097,4,,0,,
IN06A100,4,,0,,
IN06A103,4,,0,,
IN06A120,4,,0,,
IN06A129,4,,0,,
IN06A134,4,,0,,
IN06A137,4,,0,,
IN06B017,4,CNS neuron,0,,
IN06B029,4,glia,0,,
IN06B040,4,,0,,
IN06B047,4,,0,,
IN06B053,4,,0,,
IN06B072,4,,0,,
IN06B081,4,,0,,
IN07B001,4,,0,,
IN07B030,4,,0,,
IN07B031,4,,0,,
IN08A011,4,,0,,
IN08A037,4,,0,,
IN08A042,4,,0,,
IN08B051,4,,0,,
IN08B085,4,,0,,
IN09A030,4,CNS neuron,0,,
IN09A066,4,,0,,
IN09A081,4,,0,,
IN09B006,4,,0,,
IN09B022,4,,0,,
IN10B011,4,,0,,
IN10B014,4,,0,,
IN10B028,4,,0,,
IN11A011,4,,0,,
IN11A016,4,,0,,
IN11A019,4,,0,,
IN11A024,4,,0,,
IN11A030,4,,0,,
IN11A031,4,,0,,
IN11A043,4,,0,,
IN11B001,4,,0,,
IN12A018,4,,0,,
IN12A042,4,,0,,
IN12A052,4,,0,,
IN12A062,4,,0,,
IN12B011,4,,0,,
IN12B024,4,,0,,
IN12B032,4,,0,,
IN12B038,4,,0,,
IN12B040,4,,0,,
IN12B041,4,,0,,
IN13A004,4,,0,,
IN13A013,4,,0,,
IN13A027,4,CNS neuron,0,,
IN13A049,4,CNS neuron,0,,
IN13A052,4,,0,,
IN13B005,4,glia,0,,
IN13B026,4,,0,,
IN13B030,4,,0,,
IN13B058,4,CNS neuron,0,,
IN13B073,4,,0,,
IN13B075,4,CNS neuron,0,,
IN13B087,4,,0,,
IN13B089,4,,0,,
IN14A047,4,,0,,
IN14A048,4,,0,,
IN14A052,4,CNS neuron,0,,
IN14A084,4,,0,,
IN14A095,4,,0,,
IN14B005,4,,0,,
IN14B007,4,CNS neuron,0,,
IN14B012,4,,0,,
IN16B064,4,CNS neuron,0,,
IN16B083,4,CNS neuron,0,,
IN16B098,4,,0,,
IN16B121,4,CNS neuron,0,,
IN17A043,4,,0,,
IN17A044,4,,0,,
IN17A049,4,,0,,
IN17A055,4,,0,,
IN17A058,4,,0,,
IN17A069,4,,0,,
IN17A071,4,,0,,
IN17A077,4,,0,,
IN17A079,4,CNS neuron,0,,
IN17A089,4,,0,,
IN17A108,4,,0,,
IN17A112,4,,0,,
IN18B021,4,,0,,
IN18B042,4,,0,,
IN19A009,4,,0,,
IN19A010,4,,0,,
IN19A012,4,CNS neuron,0,,
IN19A013,4,,0,,
IN19A014,4,,0,,
IN19A019,4,,0,,
IN19A024,4,,0,,
IN19A042,4,,0,,
IN19A047,4,,0,,
IN19A052,4,,0,,
IN19A059,4,,0,,
IN19A070,4,,0,,
IN19A086,4,,0,,
IN19A113,4,,0,,
IN19A118,4,,0,,
IN19A120,4,,0,,
IN19B003,4,,0,,
IN19B067,4,sensory neuron,0,,
IN19B070,4,,0,,
IN20A.22A006,4,,0,,
IN20A.22A010,4,,0,,
IN20A.22A016,4,,0,,
IN20A.22A019,4,,0,,
IN20A.22A029,4,,0,,
IN20A.22A041,4,,0,,
IN20A.22A042,4,,0,,
IN20A.22A052,4,,0,,
IN20A.22A065,4,,0,,
IN20A.22A078,4,,0,,
IN20A.22A088,4,,0,,
IN20A.22A089,4,,0,,
IN20A.22A092,4,,0,,
IN21A005,4,,0,,
IN21A020,4,,0,,
IN21A046,4,,0,,
IN21A051,4,,0,,
IN21A077,4,,0,,
IN21A086,4,,0,,
IN21A095,4,,0,,
IN23B018,4,,0,,
IN23B023,4,,0,,
IN23B041,4,,0,,
IN23B056,4,,0,,
IN23B059,4,,0,,
IN23B071,4,glia,0,,
INXXX027,4,,0,,
INXXX044,4,,0,,
INXXX045,4,,0,,
INXXX095,4,,0,,
INXXX126,4,,0,,
INXXX167,4,,0,,
INXXX212,4,,0,,
INXXX257,4,glia,0,,
INXXX267,4,,0,,
INXXX309,4,,0,,
INXXX357,4,,0,,
INXXX365,4,,0,,
INXXX377,4,,0,,
INXXX384,4,,0,,
INXXX441,4,efferent neuron,0,,
INXXX450,4,,0,,
JO-EDC,4,sensory neuron,0,,
LHPV2a2,4,,0,,
LUL130,4,CNS neuron,0,,
Li124_56,4,,0,,
MNad04,4,efferent neuron,0,,
MNad06,4,efferent neuron,0,,
MNad11,4,efferent neuron,0,,
MNad53,4,efferent neuron,0,,
MNhl67,4,efferent neuron,0,,
OCG01,4,,0,,
PLP053b,4,,0,,
PLP065b,4,,0,,
PLP087a,4,,0,,
PS008,4,,0,,
PS095,4,,0,,
PS097,4,,0,,
PS208,4,,0,,
PS261,4,,0,,
PSa1_49,4,,0,,
PVLP008,4,,0,,
SAD016,4,,0,,
SApp20,4,sensory neuron,0,,
SEZ-NSC-Hugin,4,efferent neuron,0,,
SMP293,4,,0,,
SMP405,4,,0,,
SMP459,4,,0,,
SNpp06,4,sensory neuron,0,,
SNpp23,4,sensory neuron,0,,
SNpp35,4,sensory neuron,0,,
SNpp46,4,sensory neuron,0,,
SNxx30,4,sensory neuron,0,,
Sternal adductor MN,4,efferent neuron,0,,
T1 “multinerve” neuron,4,efferent neuron,0,,
Ta levator MN,4,efferent neuron,0,,
VLPl&p1_posterior_60,4,,0,,
WED001,4,,0,,
WED094c,4,,0,,
aSP-g2,4,,0,,
oviDNx,4,CNS neuron,0,,
s-LNv,4,,0,,
synapseless ascending,4,,0,,
vPR1b,4,CNS neuron,0,,
vPR9,4,,0,,
AN01A055,3,,0,,
AN05B036,3,sensory neuron,0,,
AN05B053,3,,0,,
AN05B054,3,,0,,
AN07B056,3,,0,,
AN07B076,3,,0,,
AN07B089,3,,0,,
AN08B097,3,,0,,
AN09B018,3,CNS neuron,0,,
AN10B033,3,CNS neuron,0,,
AN10B034,3,,0,,
AN10B035,3,,0,,
AN10B046,3,,0,,
AN10B047,3,,0,,
AN10B053,3,,0,,
AN19B001,3,,0,,
AN19B060,3,,0,,
AN19B065,3,,0,,
AN19B076,3,,0,,
AN19B079,3,,0,,
AN19B104,3,,0,,
ANXXX099,3,,0,,
ANXXX136,3,sensory neuron,0,,
AN_8_13,3,,0,,
AN_8_None,3,,0,,
AN_9_None,3,,0,,
AN_FLA_PRW_1,3,,0,,
AN_FLA_PRW_2,3,,0,,
AN_GNG_11,3,CNS neuron,0,,
AN_GNG_110,3,,0,,
AN_GNG_204,3,,0,,
AN_GNG_IPS_13,3,,0,,
AN_SMP_2,3,,0,,
AN_multi_104,3,,0,,
AN_multi_119,3,,0,,
AOTUv4_dorsal_26,3,,0,,
ATL010,3,,0,,
AVLP469b,3,,0,,
AVLP559a,3,,0,,
AVLP570,3,,0,,
CB.FB2E7,3,,0,,
CB.FB5D4,3,,0,,
CB0270,3,,0,,
CB0299,3,,0,,
CB0352,3,,0,,
CB0398,3,,0,,
CB0663,3,,0,,
CB0719,3,,0,,
CB0726,3,efferent neuron,0,,
CB0727,3,,0,,
CB0988,3,,0,,
CB1029,3,,0,,
CB1066,3,,0,,
CB1092,3,,0,,
CB1097,3,,0,,
CB1127,3,,0,,
CB1144,3,,0,,
CB1221,3,,0,,
CB1297,3,,0,,
CB1315,3,,0,,
CB1324,3,,0,,
CB1360,3,,0,,
CB1430,3,,0,,
CB1436,3,,0,,
CB1446,3,,0,,
CB1452,3,,0,,
CB1468,3,,0,,
CB1474,3,,0,,
CB1501,3,,0,,
CB1514,3,,0,,
CB1747,3,,0,,
CB1755,3,,0,,
CB1764,3,,0,,
CB1772,3,,0,,
CB1830,3,,0,,
CB1917,3,,0,,
CB1961,3,,0,,
CB1962,3,,0,,
CB1989,3,,0,,
CB2014,3,glia,0,,
CB2056,3,,0,,
CB2068,3,,0,,
CB2069,3,,0,,
CB2091,3,,0,,
CB2103,3,,0,,
CB2119,3,,0,,
CB2220,3,,0,,
CB2238,3,,0,,
CB2271,3,,0,,
CB2289,3,,0,,
CB2334,3,,0,,
CB2367,3,,0,,
CB2403,3,,0,,
CB2502,3,,0,,
CB2536,3,,0,,
CB2554,3,,0,,
CB2581,3,,0,,
CB2591,3,,0,,
CB2605,3,,0,,
CB2662,3,,0,,
CB2699,3,,0,,
CB2712,3,,0,,
CB2738,3,,0,,
CB2745,3,,0,,
CB2781,3,,0,,
CB2785,3,,0,,
CB2881,3,,0,,
CB2905,3,,0,,
CB2917,3,,0,,
CB2932,3,,0,,
CB2951,3,,0,,
CB3083,3,,0,,
CB3114,3,,0,,
CB3176,3,,0,,
CB3284,3,,0,,
CB3289,3,,0,,
CB3315,3,,0,,
CB3423,3,,0,,
CB3434,3,,0,,
CB3482,3,,0,,
CB3491,3,,0,,
CB3501,3,,0,,
CB3521,3,,0,,
CB3531,3,,0,,
CB3538,3,,0,,
CB3550,3,,0,,
CB3622,3,,0,,
CB3628,3,,0,,
CB3637,3,,0,,
CB3640,3,,0,,
CB3673,3,,0,,
CB3723,3,,0,,
CB3751,3,,0,,
CB3793,3,,0,,
CB3804,3,,0,,
CB3861,3,,0,,
CB3864,3,CNS neuron,0,,
CB3890,3,,0,,
CB3891,3,,0,,
CL008,3,,0,,
CL078a,3,,0,,
CL266b,3,,0,,
CL300,3,,0,,
CL355,3,,0,,
CRE018,3,,0,,
CRE103,3,,0,,
CV1002,3,,0,,
CV1006,3,,0,,
CV1011,3,,0,,
CV1013,3,,0,,
CV1016,3,,0,,
CoHP3,3,sensory neuron,0,,
DM1_CX_v__0,3,,0,,
DM3_CX_v__0,3,,0,,
DN2,3,,0,,
DNfl020,3,CNS neuron,0,,
DNg18,3,CNS neuron,0,,
DNg36,3,CNS neuron,0,,
DNg52,3,CNS neuron,0,,
DNit005,3,CNS neuron,0,,
DNlt010,3,CNS neuron,0,,
DNut036,3,CNS neuron,0,,
DNut047,3,CNS neuron,0,,
DNxl071,3,sensory neuron,0,,
DNxn006,3,CNS neuron,0,,
DNxn112,3,CNS neuron,0,,
DNxn115,3,,0,,
DNxn134,3,CNS neuron,0,,
DNxn165,3,CNS neuron,0,,
DNxn187,3,CNS neuron,0,,
EN27X010,3,efferent neuron,0,,
ENXXX286,3,efferent neuron,0,,
FB2F_a,3,,0,,
FB2G_b,3,,0,,
FB3A,3,,0,,
FB5A,3,,0,,
FB5D,3,,0,,
FB5P,3,,0,,
FB5Y,3,,0,,
FB8H,3,,0,,
GFC1,3,,0,,
IN00A022,3,,0,,
IN00A025,3,,0,,
IN00A031,3,,0,,
IN00A043,3,,0,,
IN00A045,3,,0,,
IN00A053,3,,0,,
IN00A063,3,,0,,
IN01A015,3,,0,,
IN01A039,3,,0,,
IN01A040,3,CNS neuron,0,,
IN01A054,3,,0,,
IN01A068,3,,0,,
IN01A070,3,,0,,
IN01A071,3,,0,,
IN01A078,3,,0,,
IN01A082,3,,0,,
IN01A088,3,,0,,
IN01B003,3,,0,,
IN01B024,3,sensory neuron,0,,
IN01B033,3,,0,,
IN01B038,3,sensory neuron,0,,
IN01B039,3,sensory neuron,0,,
IN01B045,3,,0,,
IN01B070,3,sensory neuron,0,,
IN01B100,3,,0,,
IN02A015,3,,0,,
IN02A041,3,,0,,
IN02A043,3,,0,,
IN02A060,3,,0,,
IN02A061,3,,0,,
IN02A064,3,,0,,
IN03A006,3,,0,,
IN03A013,3,,0,,
IN03A018,3,,0,,
IN03A020,3,,0,,
IN03A031,3,,0,,
IN03A039,3,,0,,
IN03A059,3,,0,,
IN03A071,3,,0,,
IN03A072,3,,0,,
IN03A083,3,,0,,
IN03A084,3,,0,,
IN03A088,3,,0,,
IN03A095,3,,0,,
IN03B043,3,,0,,
IN03B056,3,,0,,
IN03B059,3,,0,,
IN03B062,3,,0,,
IN03B087,3,,0,,
IN04A002,3,,0,,
IN04B037,3,,0,,
IN04B044,3,,0,,
IN04B063,3,,0,,
IN04B066,3,,0,,
IN04B067,3,,0,,
IN04B070,3,,0,,
IN04B072,3,,0,,
IN04B073,3,,0,,
IN04B087,3,,0,,
IN04B088,3,,0,,
IN04B090,3,,0,,
IN04B092,3,,0,,
IN04B098,3,,0,,
IN04B105,3,,0,,
IN04B110,3,,0,,
IN04B111,3,,0,,
IN05B011,3,,0,,
IN05B032,3,,0,,
IN05B064,3,,0,,
IN06A011,3,,0,,
IN06A032,3,,0,,
IN06A034,3,,0,,
IN06A048,3,,0,,
IN06A052,3,,0,,
IN06A054,3,,0,,
IN06A056,3,,0,,
IN06A065,3,,0,,
IN06A078,3,,0,,
IN06A090,3,,0,,
IN06A099,3,,0,,
IN06A114,3,,0,,
IN06A115,3,,0,,
IN06A122,3,,0,,
IN06B016,3,,0,,
IN06B052,3,,0,,
IN06B059,3,,0,,
IN06B078,3,,0,,
IN06B079,3,,0,,
IN06B083,3,,0,,
IN07B002,3,,0,,
IN07B006,3,,0,,
IN07B023,3,,0,,
IN07B029,3,,0,,
IN07B074,3,,0,,
IN08A029,3,,0,,
IN08A033,3,,0,,
IN08A035,3,,0,,
IN08A039,3,sensory neuron,0,,
IN08A040,3,,0,,
IN08A045,3,,0,,
IN08A050,3,CNS neuron,0,,
IN08B030,3,,0,,
IN08B056,3,,0,,
IN08B091,3,,0,,
IN08B092,3,,0,,
IN09A001,3,CNS neuron,0,,
IN09A007,3,,0,,
IN09A010,3,glia,0,,
IN09A013,3,,0,,
IN09A019,3,,0,,
IN09A035,3,,0,,
IN09A037,3,,0,,
IN09A055,3,,0,,
IN09A060,3,sensory neuron,0,,
IN09A063,3,CNS neuron,0,,
IN09A080,3,CNS neuron,0,,
IN09A083,3,CNS neuron,0,,
IN09B008,3,,0,,
IN09B051,3,,0,,
IN10B007,3,,0,,
IN10B032,3,,0,,
IN10B038,3,,0,,
IN10B057,3,,0,,
IN11A010,3,,0,,
IN11A012,3,,0,,
IN11A036,3,,0,,
IN11A037,3,,0,,
IN11A041,3,,0,,
IN11A042,3,,0,,
IN11B009,3,,0,,
IN12A058,3,,0,,
IN12A060,3,,0,,
IN12B005,3,,0,,
IN12B023,3,,0,,
IN12B035,3,,0,,
IN12B037,3,,0,,
IN12B042,3,,0,,
IN12B052,3,,0,,
IN12B057,3,,0,,
IN12B066,3,,0,,
IN12B068,3,,0,,
IN12B071,3,,0,,
IN12B074,3,,0,,
IN12B081,3,,0,,
IN12B087,3,,0,,
IN12B088,3,,0,,
IN13A023,3,,0,,
IN13A025,3,,0,,
IN13A043,3,CNS neuron,0,,
IN13A058,3,CNS neuron,0,,
IN13A071,3,CNS neuron,0,,
IN13B012,3,,0,,
IN13B013,3,,0,,
IN13B018,3,,0,,
IN13B022,3,,0,,
IN13B032,3,CNS neuron,0,,
IN13B056,3,,0,,
IN13B059,3,,0,,
IN13B060,3,,0,,
IN13B061,3,,0,,
IN13B069,3,,0,,
IN13B096,3,,0,,
IN14A001,3,,0,,
IN14A002,3,,0,,
IN14A005,3,,0,,
IN14A008,3,,0,,
IN14A021,3,,0,,
IN14A024,3,,0,,
IN14A028,3,,0,,
IN14A029,3,,0,,
IN14A037,3,CNS neuron,0,,
IN14A042,3,,0,,
IN14A056,3,,0,,
IN14A068,3,CNS neuron,0,,
IN14A087,3,,0,,
IN14A106,3,,0,,
IN14A109,3,,0,,
IN14A123,3,glia,0,,
IN14B011,3,,0,,
IN16B016,3,,0,,
IN16B018,3,CNS neuron,0,,
IN16B050,3,CNS neuron,0,,
IN16B053,3,,0,,
IN16B058,3,CNS neuron,0,,
IN16B074,3,,0,,
IN16B091,3,,0,,
IN16B094,3,CNS neuron,0,,
IN16B114,3,CNS neuron,0,,
IN16B115,3,CNS neuron,0,,
IN17A035,3,,0,,
IN17A057,3,,0,,
IN17A060,3,,0,,
IN17A063,3,,0,,
IN17A065,3,CNS neuron,0,,
IN17A078,3,,0,,
IN17A080,3,,0,,
IN17A084,3,,0,,
IN17A085,3,,0,,
IN17A091,3,,0,,
IN17A101,3,,0,,
IN17A109,3,,0,,
IN17A115,3,,0,,
IN17A119,3,,0,,
IN18B016,3,,0,,
IN18B034,3,,0,,
IN18B035,3,,0,,
IN18B055,3,,0,,
IN19A026,3,,0,,
IN19A027,3,,0,,
IN19A043,3,,0,,
IN19A044,3,,0,,
IN19A076,3,,0,,
IN19A082,3,,0,,
IN19A095,3,,0,,
IN19A104,3,,0,,
IN19A127,3,,0,,
IN19A133,3,CNS neuron,0,,
IN19B043,3,,0,,
IN19B045,3,,0,,
IN19B071,3,,0,,
IN19B075,3,,0,,
IN19B077,3,,0,,
IN20A.22A004,3,,0,,
IN20A.22A033,3,,0,,
IN20A.22A040,3,,0,,
IN20A.22A044,3,,0,,
IN20A.22A047,3,,0,,
IN20A.22A049,3,,0,,
IN20A.22A066,3,,0,,
IN20A.22A068,3,,0,,
IN20A.22A079,3,,0,,
IN20A.22A083,3,,0,,
IN20A.22A085,3,,0,,
IN20A.22A086,3,,0,,
IN20A.22A087,3,,0,,
IN21A040,3,,0,,
IN21A048,3,,0,,
IN21A053,3,,0,,
IN21A062,3,,0,,
IN21A075,3,,0,,
IN21A081,3,,0,,
IN21A085,3,,0,,
IN21A089,3,,0,,
IN21A105,3,,0,,
IN23B025,3,,0,,
IN23B031,3,,0,,
IN23B032,3,,0,,
IN23B066,3,,0,,
IN23B094,3,,0,,
INXXX078,3,,0,,
INXXX112,3,,0,,
INXXX180,3,,0,,
INXXX188,3,efferent neuron,0,,
INXXX204,3,,0,,
INXXX237,3,,0,,
INXXX260,3,,0,,
INXXX280,3,,0,,
INXXX303,3,,0,,
INXXX306,3,,0,,
INXXX317,3,,0,,
INXXX319,3,,0,,
INXXX337,3,,0,,
INXXX350,3,,0,,
INXXX369,3,,0,,
INXXX373,3,,0,,
INXXX399,3,,0,,
INXXX414,3,,0,,
INXXX415,3,,0,,
INXXX419,3,,0,,
INXXX437,3,,0,,
INXXX452,3,,0,,
INXXX458,3,,0,,
JO-EVP,3,sensory neuron,0,,
JO-FDA,3,sensory neuron,0,,
LAL026,3,,0,,
LAL029,3,,0,,
LAL043,3,,0,,
LAL144,3,,0,,
LAL147b,3,,0,,
LHAV2g2,3,,0,,
LHPV2a1_b,3,,0,,
LT82a,3,,0,,
MD3_baf54cd7,3,,0,,
MNad10,3,efferent neuron,0,,
MNad12,3,efferent neuron,0,,
MNad18,3,efferent neuron,0,,
MNad21,3,efferent neuron,0,,
MNad22,3,efferent neuron,0,,
MNad24,3,efferent neuron,0,,
MNad33,3,efferent neuron,0,,
MNad40,3,efferent neuron,0,,
MNad58,3,efferent neuron,0,,
MNad61,3,efferent neuron,0,,
MNad65,3,efferent neuron,0,,
MNhl29,3,efferent neuron,0,,
MNhm42,3,efferent neuron,0,,
MNml79,3,efferent neuron,0,,
MNnm10,3,efferent neuron,0,,
PFR,3,,0,,
PLP103c,3,,0,,
PLP237,3,,0,,
PS033,3,,0,,
PS076,3,,0,,
PS096,3,,0,,
PS251,3,,0,,
Pleural remotor abductor MN,3,efferent neuron,0,,
SAD014,3,,0,,
SA_DMT_DMetaN_5,3,,0,,
SA_DMT_DMetaN_6,3,CNS neuron,0,,
SApp14,3,sensory neuron,0,,
SApp18,3,sensory neuron,0,,
SApp21,3,sensory neuron,0,,
SLP241,3,,0,,
SLP286b,3,,0,,
SLP291,3,,0,,
SLP345,3,,0,,
SLP398a,3,,0,,
SLPal1__0,3,,0,,
SMP029,3,,0,,
SMP075b,3,,0,,
SMP103,3,,0,,
SMP143,3,,0,,
SMP145,3,,0,,
SMP215a,3,,0,,
SMP352,3,,0,,
SMP362,3,,0,,
SMP510b,3,,0,,
SMPpm1_26,3,,0,,
SNpp04,3,sensory neuron,0,,
SNpp07,3,sensory neuron,0,,
SNpp14,3,sensory neuron,0,,
SNpp24,3,sensory neuron,0,,
SNpp30,3,sensory neuron,0,,
SNpp62,3,sensory neuron,0,,
SNta01,3,sensory neuron,0,,
SNta22,3,sensory neuron,0,,
SNxx12,3,sensory neuron,0,,
SNxx19,3,sensory neuron,0,,
SNxx23,3,sensory neuron,0,,
SpsP,3,,0,,
Ta depressor MN,3,efferent neuron,0,,
Tr/flexor/MN,3,efferent neuron,0,,
VLPd&p1_dorsal_9,3,,0,,
VLPl&p2_posterior_38,3,,0,,
VLPl&p2_posterior_46,3,,0,,
VLPl1_or_VLPl5_53,3,,0,,
VLPl2_medial_92,3,,0,,
VS3,3,,0,,
VS5,3,,0,,
WED067,3,,0,,
WED093,3,,0,,
WED144,3,,0,,
WEDPN3,3,,0,,
WEDa2_5,3,,0,,
abd_Dsx_OA,3,efferent neuron,0,,
accessory_tibia_flexor_A,3,efferent neuron,0,,
accessory_tibia_flexor_B,3,efferent neuron,0,,
accessory_tibia_flexor_C,3,efferent neuron,0,,
antennal motor neuron,3,efferent neuron,0,,
femur_reductor,3,efferent neuron,0,,
hi1 MN,3,efferent neuron,0,,
l_NSC_unknown,3,efferent neuron,0,,
oviDNb-like,3,CNS neuron,0,,
sternal_posterior_rotator,3,efferent neuron,0,,
sternotrochanter_extensor,3,efferent neuron,0,,
tergotrochanter_extensor,3,efferent neuron,0,,
trochanter_flexor_dorsomedial_ribbon,3,efferent neuron,0,,
trochanter_flexor_ventrolateral_ribbon,3,efferent neuron,0,,
v2LN40,3,,0,,
vPR1a,3,,0,,
vPR6,3,,0,,
AN01A014,2,,0,,
AN01B002,2,,0,,
AN04B023,2,CNS neuron,0,,
AN05B007,2,,0,,
AN05B052,2,,0,,
AN05B097,2,CNS neuron,0,,
